# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/closing-the-gaps-lowest
# rows: 7185 (excluding this header and the column row)
# ranking: Texas campuses with the lowest Closing the Gaps in 2025-26
# population: 7,185 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 461 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
155,7185,29,043907104,Webb Elem,McKinney ISD,F,51,522,https://txschools.net/campus/webb-elem-043907104
155,7185,29,243905131,Zundelowitz Elem,Wichita Falls ISD,F,51,507,https://txschools.net/campus/zundelowitz-elem-243905131
185,7185,3,196901001,Austwell-Tivoli HS,Austwell-Tivoli ISD,D,52,59,https://txschools.net/campus/austwell-tivoli-hs-196901001
185,7185,3,170902220,Conroe Virtual School,Conroe ISD,D,52,245,https://txschools.net/campus/conroe-virtual-school-170902220
185,7185,3,018907001,Kopperl School,Kopperl ISD,D,52,163,https://txschools.net/campus/kopperl-school-018907001
185,7185,3,246909011,Success HS,Round Rock ISD,C,52,201,https://txschools.net/campus/success-hs-246909011
189,7185,4,228904001,Centerville HS,Centerville ISD,D,53,143,https://txschools.net/campus/centerville-hs-228904001
189,7185,4,175903042,Collins Int,Corsicana ISD,D,53,882,https://txschools.net/campus/collins-int-175903042
189,7185,4,067904042,Gorman MS,Gorman ISD,F,53,42,https://txschools.net/campus/gorman-ms-067904042
189,7185,4,227901051,Martin MS,Austin ISD,F,53,308,https://txschools.net/campus/martin-ms-227901051
189,7185,4,161914044,Tennyson MS,Waco ISD,D,53,999,https://txschools.net/campus/tennyson-ms-161914044
194,7185,20,010902101,Alkek Elem,Bandera ISD,D,54,528,https://txschools.net/campus/alkek-elem-010902101
194,7185,20,057912101,Barton Elem,Irving ISD,F,54,816,https://txschools.net/campus/barton-elem-057912101
194,7185,20,152901198,Carmona-Harrison Elem,Lubbock ISD,F,54,606,https://txschools.net/campus/carmona-harrison-elem-152901198
194,7185,20,060902101,Cooper Elem,Cooper ISD,D,54,469,https://txschools.net/campus/cooper-elem-060902101
194,7185,20,060914001,Fannindel HS,Fannindel ISD,D,54,60,https://txschools.net/campus/fannindel-hs-060914001
194,7185,20,183904001,Gary School,Gary ISD,D,54,478,https://txschools.net/campus/gary-school-183904001
194,7185,20,227901116,Govalle Elem,Austin ISD,F,54,372,https://txschools.net/campus/govalle-elem-227901116
194,7185,20,198905002,Hearne JH/HS,Hearne ISD,D,54,331,https://txschools.net/campus/hearne-jh-hs-198905002
194,7185,20,057904104,High Pointe Elem,Cedar Hill ISD,F,54,353,https://txschools.net/campus/high-pointe-elem-057904104
