# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-lowest
# rows: 8475 (excluding this header and the column row)
# ranking: Texas campuses with the lowest overall score in 2025-26
# population: 8,475 campuses of 9,031 campuses are ranked here.
# population: 556 were not rated by TEA for 2025-26 and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
96,8475,17,084908106,Hitchcock Pri,Hitchcock ISD,F,54,451,https://txschools.net/campus/hitchcock-pri-084908106
96,8475,17,108807306,IDEA Southeast Academy,IDEA Public Schools,F,54,683,https://txschools.net/campus/idea-southeast-academy-108807306
96,8475,17,221801062,Ignite Community School - Mainland,Texas College Preparatory Academies,F,54,405,https://txschools.net/campus/ignite-community-school-mainland-221801062
96,8475,17,175903102,Jose Antonio Navarro Elem,Corsicana ISD,F,54,535,https://txschools.net/campus/jose-antonio-navarro-elem-175903102
96,8475,17,015916047,Kirby STEM Academy,Judson ISD,F,54,447,https://txschools.net/campus/kirby-stem-academy-015916047
96,8475,17,220905054,Morningside MS,Fort Worth ISD,F,54,388,https://txschools.net/campus/morningside-ms-220905054
96,8475,17,161914116,Mountainview Elem,Waco ISD,F,54,334,https://txschools.net/campus/mountainview-elem-161914116
96,8475,17,084908103,Stewart Elem,Hitchcock ISD,F,54,360,https://txschools.net/campus/stewart-elem-084908103
96,8475,17,212905101,T J Austin Elem,Tyler ISD,F,54,328,https://txschools.net/campus/t-j-austin-elem-212905101
96,8475,17,003903130,Trout Pri,Lufkin ISD,F,54,371,https://txschools.net/campus/trout-pri-003903130
