# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/attendance-lowest
# rows: 7366 (excluding this header and the column row)
# ranking: Texas campuses with the lowest attendance in 2025-26
# population: 7,366 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 280 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
4143,7366,218,152907111,Upland Heights Elem,Frenship ISD,B,94.9,641,https://txschools.net/campus/upland-heights-elem-152907111
4143,7366,218,049903101,Valley View Elem,Valley View ISD,C,94.9,355,https://txschools.net/campus/valley-view-elem-049903101
4143,7366,218,126908101,Venus Elem,Venus ISD,D,94.9,633,https://txschools.net/campus/venus-elem-126908101
4143,7366,218,244903041,Vernon MS,Vernon ISD,C,94.9,389,https://txschools.net/campus/vernon-ms-244903041
4143,7366,218,220905159,Versia Williams Elem,Fort Worth ISD,B,94.9,272,https://txschools.net/campus/versia-williams-elem-220905159
4143,7366,218,057914006,Vroonland - Vanguard HS,Mesquite ISD,A,94.9,1592,https://txschools.net/campus/vroonland-vanguard-hs-057914006
4143,7366,218,057905109,W A Blair Elem,Dallas ISD,B,94.9,357,https://txschools.net/campus/w-a-blair-elem-057905109
4143,7366,218,229904041,Warren JH,Warren ISD,C,94.9,267,https://txschools.net/campus/warren-jh-229904041
4143,7366,218,102903103,Waskom Elem,Waskom ISD,D,94.9,337,https://txschools.net/campus/waskom-elem-102903103
4143,7366,218,152901183,Waters Elem,Lubbock ISD,B,94.9,443,https://txschools.net/campus/waters-elem-152901183
4143,7366,218,009901041,Watson JH,Muleshoe ISD,C,94.9,278,https://txschools.net/campus/watson-jh-009901041
4143,7366,218,227913106,West Cypress Hills Elem,Lake Travis ISD,B,94.9,546,https://txschools.net/campus/west-cypress-hills-elem-227913106
4143,7366,218,057916048,Westwood Math Science Leadership Magnet,Richardson ISD,A,94.9,642,https://txschools.net/campus/westwood-math-science-leadership-magnet-057916048
4143,7366,218,200904101,Winters Elem,Winters ISD,B,94.9,303,https://txschools.net/campus/winters-elem-200904101
4143,7366,218,102902108,Wm B Travis Elem,Marshall ISD,B,94.9,474,https://txschools.net/campus/wm-b-travis-elem-102902108
4143,7366,218,229903041,Woodville MS,Woodville ISD,D,94.9,257,https://txschools.net/campus/woodville-ms-229903041
4143,7366,218,221912101,Wylie West Elem,Wylie ISD,A,94.9,674,https://txschools.net/campus/wylie-west-elem-221912101
4143,7366,218,057916131,Yale Elem,Richardson ISD,B,94.9,413,https://txschools.net/campus/yale-elem-057916131
4143,7366,218,062903102,Yoakum Int,Yoakum ISD,B,94.9,288,https://txschools.net/campus/yoakum-int-062903102
4143,7366,218,062903103,Yoakum Pri,Yoakum ISD,B,94.9,204,https://txschools.net/campus/yoakum-pri-062903103
4143,7366,218,062904001,Yorktown HS,Yorktown ISD,B,94.9,168,https://txschools.net/campus/yorktown-hs-062904001
4362,7366,203,220905153,A M Pate Elem,Fort Worth ISD,D,95,250,https://txschools.net/campus/a-m-pate-elem-220905153
4362,7366,203,139909109,Aikin Elem,Paris ISD,C,95,844,https://txschools.net/campus/aikin-elem-139909109
4362,7366,203,250906101,Alba-Golden Elem,Alba-Golden ISD,C,95,367,https://txschools.net/campus/alba-golden-elem-250906101
4362,7366,203,220902105,Alliene Mullendore Elem,Birdville ISD,C,95,432,https://txschools.net/campus/alliene-mullendore-elem-220902105
4362,7366,203,170902101,Anderson Elem,Conroe ISD,D,95,634,https://txschools.net/campus/anderson-elem-170902101
4362,7366,203,199902104,Anita Scott Elem,Royse City ISD,C,95,554,https://txschools.net/campus/anita-scott-elem-199902104
4362,7366,203,170902107,Armstrong Elem,Conroe ISD,D,95,562,https://txschools.net/campus/armstrong-elem-170902107
4362,7366,203,170906110,Audubon Elem,Magnolia ISD,A,95,668,https://txschools.net/campus/audubon-elem-170906110
4362,7366,203,108904101,Austin Elem,Edinburg CISD,A,95,344,https://txschools.net/campus/austin-elem-108904101
4362,7366,203,184903106,Austin Elem,Weatherford ISD,B,95,559,https://txschools.net/campus/austin-elem-184903106
4362,7366,203,010902001,Bandera HS,Bandera ISD,C,95,666,https://txschools.net/campus/bandera-hs-010902001
4362,7366,203,165901132,Barbara Yarbrough Elem,Midland ISD,D,95,689,https://txschools.net/campus/barbara-yarbrough-elem-165901132
4362,7366,203,183901101,Beckville Sunset Elem,Beckville ISD,C,95,302,https://txschools.net/campus/beckville-sunset-elem-183901101
4362,7366,203,220916116,Bell Manor Elem,Hurst-Euless-Bedford ISD,A,95,578,https://txschools.net/campus/bell-manor-elem-220916116
4362,7366,203,101919112,Beneke Elem,Spring ISD,B,95,560,https://txschools.net/campus/beneke-elem-101919112
4362,7366,203,101915107,Benfer Elem,Klein ISD,B,95,636,https://txschools.net/campus/benfer-elem-101915107
4362,7366,203,230901101,Big Sandy Elem,Big Sandy ISD,D,95,325,https://txschools.net/campus/big-sandy-elem-230901101
4362,7366,203,177903001,Blackwell School,Blackwell CISD,A,95,171,https://txschools.net/campus/blackwell-school-177903001
4362,7366,203,116915001,Bland HS,Bland ISD,A,95,223,https://txschools.net/campus/bland-hs-116915001
4362,7366,203,175902101,Blooming Grove Elem,Blooming Grove ISD,C,95,464,https://txschools.net/campus/blooming-grove-elem-175902101
4362,7366,203,020901119,Bob and Betty Nelson Elem,Alvin ISD,B,95,703,https://txschools.net/campus/bob-and-betty-nelson-elem-020901119
4362,7366,203,199902044,Bobby Summers MS,Royse City ISD,C,95,1005,https://txschools.net/campus/bobby-summers-ms-199902044
4362,7366,203,116905102,Bowie Elem,Greenville ISD,C,95,574,https://txschools.net/campus/bowie-elem-116905102
4362,7366,203,170902078,Bozman Int,Conroe ISD,C,95,1200,https://txschools.net/campus/bozman-int-170902078
4362,7366,203,015910048,Bradley MS,North East ISD,B,95,1218,https://txschools.net/campus/bradley-ms-015910048
4362,7366,203,215901041,Breckenridge JH,Breckenridge ISD,B,95,257,https://txschools.net/campus/breckenridge-jh-215901041
4362,7366,203,101907161,Brosnahan Elem,Cypress-Fairbanks ISD,B,95,1016,https://txschools.net/campus/brosnahan-elem-101907161
4362,7366,203,093904107,Brule Elem,Navasota ISD,D,95,357,https://txschools.net/campus/brule-elem-093904107
4362,7366,203,212902104,Bullard Pri,Bullard ISD,A,95,389,https://txschools.net/campus/bullard-pri-212902104
4362,7366,203,015910142,Bulverde Creek,North East ISD,B,95,828,https://txschools.net/campus/bulverde-creek-015910142
4362,7366,203,101912122,Burbank Elem,Houston ISD,A,95,689,https://txschools.net/campus/burbank-elem-101912122
4362,7366,203,043907107,Caldwell Elem,McKinney ISD,D,95,443,https://txschools.net/campus/caldwell-elem-043907107
4362,7366,203,071907041,Canutillo MS,Canutillo ISD,C,95,653,https://txschools.net/campus/canutillo-ms-071907041
4362,7366,203,220908123,Carol Holt Elem,Mansfield ISD,A,95,435,https://txschools.net/campus/carol-holt-elem-220908123
4362,7366,203,057903102,Carrollton Elem,Carrollton-Farmers Branch ISD,A,95,682,https://txschools.net/campus/carrollton-elem-057903102
4362,7366,203,101902107,Carter Academy,Aldine ISD,B,95,789,https://txschools.net/campus/carter-academy-101902107
4362,7366,203,015907067,CAST Imagine MS,San Antonio ISD,D,95,161,https://txschools.net/campus/cast-imagine-ms-015907067
4362,7366,203,108906126,Castaneda Elem,McAllen ISD,B,95,369,https://txschools.net/campus/castaneda-elem-108906126
4362,7366,203,163908103,Castroville Elem,Medina Valley ISD,A,95,636,https://txschools.net/campus/castroville-elem-163908103
4362,7366,203,116902101,Celeste Elem,Celeste ISD,C,95,233,https://txschools.net/campus/celeste-elem-116902101
4362,7366,203,129905103,Central Elem,Mabank ISD,B,95,713,https://txschools.net/campus/central-elem-129905103
4362,7366,203,108912042,Cesar Chavez MS,La Joya ISD,B,95,581,https://txschools.net/campus/cesar-chavez-ms-108912042
4362,7366,203,246904042,Charles A Forbes MS,Georgetown ISD,C,95,780,https://txschools.net/campus/charles-a-forbes-ms-246904042
4362,7366,203,038901102,Childress Elem,Childress ISD,B,95,418,https://txschools.net/campus/childress-elem-038901102
4362,7366,203,006902001,Claude Schools,Claude ISD,A,95,311,https://txschools.net/campus/claude-schools-006902001
4362,7366,203,084910043,Clear Lake Int,Clear Creek ISD,C,95,807,https://txschools.net/campus/clear-lake-int-084910043
4362,7366,203,101910045,Cobb 6th Grade Campus,Galena Park ISD,B,95,902,https://txschools.net/campus/cobb-6th-grade-campus-101910045
4362,7366,203,071909046,Col John O Ensor MS,Socorro ISD,A,95,1115,https://txschools.net/campus/col-john-o-ensor-ms-071909046
4362,7366,203,233903001,Comstock School,Comstock ISD,C,95,166,https://txschools.net/campus/comstock-school-233903001
4362,7366,203,046901106,County Line Elem,New Braunfels ISD,B,95,294,https://txschools.net/campus/county-line-elem-046901106
4362,7366,203,030901001,Cross Plains HS,Cross Plains ISD,B,95,170,https://txschools.net/campus/cross-plains-hs-030901001
4362,7366,203,220901103,Crow Leadership Academy,Arlington ISD,D,95,452,https://txschools.net/campus/crow-leadership-academy-220901103
4362,7366,203,184903105,Curtis Elem,Weatherford ISD,C,95,611,https://txschools.net/campus/curtis-elem-184903105
4362,7366,203,057914133,Dr Linda Henrie Elem,Mesquite ISD,C,95,827,https://txschools.net/campus/dr-linda-henrie-elem-057914133
4362,7366,203,020901105,E C Mason Elem,Alvin ISD,C,95,746,https://txschools.net/campus/e-c-mason-elem-020901105
4362,7366,203,045903106,Eagle Lake Pri,Rice CISD,D,95,193,https://txschools.net/campus/eagle-lake-pri-045903106
4362,7366,203,036903041,East Chambers JH,East Chambers ISD,C,95,334,https://txschools.net/campus/east-chambers-jh-036903041
4362,7366,203,036903103,East Chambers Pri,East Chambers ISD,B,95,447,https://txschools.net/campus/east-chambers-pri-036903103
4362,7366,203,067903041,Eastland MS,Eastland ISD,B,95,197,https://txschools.net/campus/eastland-ms-067903041
4362,7366,203,235902126,Ella Schorlemmer Elem,Victoria ISD,B,95,431,https://txschools.net/campus/ella-schorlemmer-elem-235902126
4362,7366,203,011901101,Emile Elem,Bastrop ISD,F,95,578,https://txschools.net/campus/emile-elem-011901101
4362,7366,203,147902101,Enge-Washington Int,Groesbeck ISD,D,95,294,https://txschools.net/campus/enge-washington-int-147902101
4362,7366,203,220916042,Euless JH,Hurst-Euless-Bedford ISD,A,95,1003,https://txschools.net/campus/euless-jh-220916042
4362,7366,203,074903102,Evans Elem,Bonham ISD,F,95,421,https://txschools.net/campus/evans-elem-074903102
4362,7366,203,086901041,Fredericksburg MS,Fredericksburg ISD,B,95,621,https://txschools.net/campus/fredericksburg-ms-086901041
4362,7366,203,240903045,George Washington MS,United ISD,B,95,571,https://txschools.net/campus/george-washington-ms-240903045
4362,7366,203,161925101,Gholson ISD,Gholson ISD,B,95,227,https://txschools.net/campus/gholson-isd-161925101
4362,7366,203,020905113,Gladys Polk Elem,Brazosport ISD,A,95,396,https://txschools.net/campus/gladys-polk-elem-020905113
4362,7366,203,226903112,Glenmore Elem,San Angelo ISD,B,95,387,https://txschools.net/campus/glenmore-elem-226903112
4362,7366,203,101917107,Golden Acres Elem,Pasadena ISD,C,95,332,https://txschools.net/campus/golden-acres-elem-101917107
4362,7366,203,101907052,Goodson MS,Cypress-Fairbanks ISD,A,95,1348,https://txschools.net/campus/goodson-ms-101907052
4362,7366,203,170902135,Gordon-Reed Elem,Conroe ISD,C,95,761,https://txschools.net/campus/gordon-reed-elem-170902135
4362,7366,203,170902016,Grand Oaks HS,Conroe ISD,B,95,3905,https://txschools.net/campus/grand-oaks-hs-170902016
4362,7366,203,226907101,Grape Creek Int,Grape Creek ISD,D,95,298,https://txschools.net/campus/grape-creek-int-226907101
4362,7366,203,020905114,Griffith Elem,Brazosport ISD,B,95,497,https://txschools.net/campus/griffith-elem-020905114
4362,7366,203,228901102,Groveton Elem,Groveton ISD,D,95,365,https://txschools.net/campus/groveton-elem-228901102
4362,7366,203,212906113,H L Higgins Elem,Whitehouse ISD,B,95,613,https://txschools.net/campus/h-l-higgins-elem-212906113
4362,7366,203,102904041,Hallsville JH,Hallsville ISD,B,95,771,https://txschools.net/campus/hallsville-jh-102904041
4362,7366,203,220902041,Haltom MS,Birdville ISD,B,95,909,https://txschools.net/campus/haltom-ms-220902041
4362,7366,203,097902001,Hamilton HS,Hamilton ISD,B,95,248,https://txschools.net/campus/hamilton-hs-097902001
4362,7366,203,230905001,Harmony HS,Harmony ISD,B,95,258,https://txschools.net/campus/harmony-hs-230905001
4362,7366,203,220916103,Harrison Lane Elem,Hurst-Euless-Bedford ISD,C,95,537,https://txschools.net/campus/harrison-lane-elem-220916103
4362,7366,203,091906111,Henry W Sory Elem,Sherman ISD,C,95,457,https://txschools.net/campus/henry-w-sory-elem-091906111
4362,7366,203,220907043,Hillwood MS,Keller ISD,B,95,1055,https://txschools.net/campus/hillwood-ms-220907043
4362,7366,203,170902104,Houston Elem,Conroe ISD,C,95,728,https://txschools.net/campus/houston-elem-170902104
4362,7366,203,070912043,Howard JH,Waxahachie ISD,C,95,972,https://txschools.net/campus/howard-jh-070912043
4362,7366,203,140905102,HP Webb Elem,Olton ISD,B,95,285,https://txschools.net/campus/hp-webb-elem-140905102
4362,7366,203,031901134,Hudson Elem,Brownsville ISD,A,95,768,https://txschools.net/campus/hudson-elem-031901134
4362,7366,203,003902041,Hudson MS,Hudson ISD,A,95,656,https://txschools.net/campus/hudson-ms-003902041
4362,7366,203,034903001,Hughes Springs HS,Hughes Springs ISD,A,95,319,https://txschools.net/campus/hughes-springs-hs-034903001
4362,7366,203,146905041,Hull-Daisetta JH,Hull-Daisetta ISD,F,95,69,https://txschools.net/campus/hull-daisetta-jh-146905041
4362,7366,203,071909051,Hurshel Antwine MS,Socorro ISD,B,95,707,https://txschools.net/campus/hurshel-antwine-ms-071909051
4362,7366,203,220907121,Independence Elem,Keller ISD,B,95,409,https://txschools.net/campus/independence-elem-220907121
4362,7366,203,243903001,Iowa Park HS,Iowa Park CISD,A,95,551,https://txschools.net/campus/iowa-park-hs-243903001
4362,7366,203,246904110,James E Mitchell Elem,Georgetown ISD,C,95,647,https://txschools.net/campus/james-e-mitchell-elem-246904110
4362,7366,203,101914121,Jean & Betty Schmalz Elem,Katy ISD,B,95,1113,https://txschools.net/campus/jean-betty-schmalz-elem-101914121
4362,7366,203,061914043,Jerry R Walker MS,Little Elm ISD,C,95,845,https://txschools.net/campus/jerry-r-walker-ms-061914043
4362,7366,203,057905101,John Q Adams Elem,Dallas ISD,B,95,466,https://txschools.net/campus/john-q-adams-elem-057905101
4362,7366,203,057905137,Julius Dorsey Leadership Academy,Dallas ISD,C,95,450,https://txschools.net/campus/julius-dorsey-leadership-academy-057905137
4362,7366,203,240903121,Kennedy Zapata Elem,United ISD,A,95,312,https://txschools.net/campus/kennedy-zapata-elem-240903121
4362,7366,203,092902106,Kilgore Pri,Kilgore ISD,B,95,634,https://txschools.net/campus/kilgore-pri-092902106
4362,7366,203,057914046,Kimbrough MS,Mesquite ISD,B,95,1070,https://txschools.net/campus/kimbrough-ms-057914046
4362,7366,203,071902166,Kohlberg Elem,El Paso ISD,B,95,415,https://txschools.net/campus/kohlberg-elem-071902166
4362,7366,203,015915186,Krueger Elem,Northside ISD,C,95,438,https://txschools.net/campus/krueger-elem-015915186
4362,7366,203,227912041,Lago Vista MS,Lago Vista ISD,B,95,411,https://txschools.net/campus/lago-vista-ms-227912041
4362,7366,203,014903043,Lake Belton MS,Belton ISD,B,95,833,https://txschools.net/campus/lake-belton-ms-014903043
4362,7366,203,061912101,Lake Dallas Elem,Lake Dallas ISD,D,95,566,https://txschools.net/campus/lake-dallas-elem-061912101
4362,7366,203,191901105,Lakeview Elem,Canyon ISD,C,95,386,https://txschools.net/campus/lakeview-elem-191901105
4362,7366,203,015910146,Las Lomas Elem,North East ISD,B,95,400,https://txschools.net/campus/las-lomas-elem-015910146
4362,7366,203,015915152,Leon Springs Elem,Northside ISD,A,95,396,https://txschools.net/campus/leon-springs-elem-015915152
4362,7366,203,061902143,Lewisville Elem,Lewisville ISD,D,95,475,https://txschools.net/campus/lewisville-elem-061902143
4362,7366,203,144902001,Lexington HS,Lexington ISD,A,95,301,https://txschools.net/campus/lexington-hs-144902001
4362,7366,203,014906049,Liberty Hill MS,Killeen ISD,D,95,677,https://txschools.net/campus/liberty-hill-ms-014906049
4362,7366,203,187907002,Livingston HS,Livingston ISD,C,95,1098,https://txschools.net/campus/livingston-hs-187907002
4362,7366,203,188901049,Lorenzo De Zavala MS,Amarillo ISD,B,95,417,https://txschools.net/campus/lorenzo-de-zavala-ms-188901049
4362,7366,203,241906001,Louise HS,Louise ISD,B,95,143,https://txschools.net/campus/louise-hs-241906001
4362,7366,203,101912198,Love Elem,Houston ISD,B,95,368,https://txschools.net/campus/love-elem-101912198
4362,7366,203,079907139,Lula Belle Goodman Elem,Fort Bend ISD,C,95,761,https://txschools.net/campus/lula-belle-goodman-elem-079907139
4362,7366,203,108904131,Macaria Dela Garza Gorena Elem,Edinburg CISD,B,95,531,https://txschools.net/campus/macaria-dela-garza-gorena-elem-108904131
4362,7366,203,107906102,Malakoff Elem,Malakoff ISD,B,95,443,https://txschools.net/campus/malakoff-elem-107906102
4362,7366,203,031901055,Manzano MS,Brownsville ISD,B,95,829,https://txschools.net/campus/manzano-ms-031901055
4362,7366,203,021902114,Mary Branch Elem,Bryan ISD,B,95,451,https://txschools.net/campus/mary-branch-elem-021902114
4362,7366,203,043918105,Mary Lou Dodson Elem,Community ISD,C,95,547,https://txschools.net/campus/mary-lou-dodson-elem-043918105
4362,7366,203,015916115,Mary Lou Hartman,Judson ISD,D,95,591,https://txschools.net/campus/mary-lou-hartman-015916115
4362,7366,203,079907110,Meadows Elem,Fort Bend ISD,C,95,406,https://txschools.net/campus/meadows-elem-079907110
4362,7366,203,010901001,Medina School,Medina ISD,B,95,239,https://txschools.net/campus/medina-school-010901001
4362,7366,203,101915116,Mittelstadt Elem,Klein ISD,B,95,702,https://txschools.net/campus/mittelstadt-elem-101915116
4362,7366,203,246913126,Monta Jane Akin Elem,Leander ISD,A,95,817,https://txschools.net/campus/monta-jane-akin-elem-246913126
4362,7366,203,071901104,Montana Vista Elem,Clint ISD,A,95,450,https://txschools.net/campus/montana-vista-elem-071901104
4362,7366,203,161910101,Moody Elem,Moody ISD,B,95,298,https://txschools.net/campus/moody-elem-161910101
4362,7366,203,101914049,Morton Ranch JH,Katy ISD,B,95,1141,https://txschools.net/campus/morton-ranch-jh-101914049
4362,7366,203,057914126,Moss Elem,Mesquite ISD,B,95,291,https://txschools.net/campus/moss-elem-057914126
4362,7366,203,227901052,Murchison MS,Austin ISD,A,95,1254,https://txschools.net/campus/murchison-ms-227901052
4362,7366,203,057905233,Nathan Adams Elem,Dallas ISD,C,95,372,https://txschools.net/campus/nathan-adams-elem-057905233
4362,7366,203,094903102,Navarro Int,Navarro ISD,B,95,747,https://txschools.net/campus/navarro-int-094903102
4362,7366,203,019905041,New Boston MS,New Boston ISD,B,95,230,https://txschools.net/campus/new-boston-ms-019905041
4362,7366,203,037904043,Nichols Int,Jacksonville ISD,D,95,690,https://txschools.net/campus/nichols-int-037904043
4362,7366,203,170906107,Nichols Sawmill Elem,Magnolia ISD,B,95,658,https://txschools.net/campus/nichols-sawmill-elem-170906107
4362,7366,203,057909148,Norma Dorsey Elem,Garland ISD,C,95,577,https://txschools.net/campus/norma-dorsey-elem-057909148
4362,7366,203,145906101,Normangee Elem,Normangee ISD,B,95,301,https://txschools.net/campus/normangee-elem-145906101
4362,7366,203,071905142,North Star Elem,Ysleta ISD,B,95,557,https://txschools.net/campus/north-star-elem-071905142
4362,7366,203,101915102,Northampton Elem,Klein ISD,B,95,609,https://txschools.net/campus/northampton-elem-101915102
4362,7366,203,008901101,O'Bryant Pri,Bellville ISD,B,95,552,https://txschools.net/campus/o-bryant-pri-008901101
4362,7366,203,046902123,Oak Creek Elem,Comal ISD,B,95,739,https://txschools.net/campus/oak-creek-elem-046902123
4362,7366,203,200906101,Olfen School,Olfen ISD,B,95,132,https://txschools.net/campus/olfen-school-200906101
4362,7366,203,252903101,Olney Elem,Olney ISD,C,95,361,https://txschools.net/campus/olney-elem-252903101
4362,7366,203,252903041,Olney JH,Olney ISD,B,95,155,https://txschools.net/campus/olney-jh-252903041
4362,7366,203,178908101,Olsen Elem,Port Aransas ISD,B,95,232,https://txschools.net/campus/olsen-elem-178908101
4362,7366,203,230903001,Ore City HS,Ore City ISD,B,95,212,https://txschools.net/campus/ore-city-hs-230903001
4362,7366,203,225902042,P E Wallace MS,Mount Pleasant ISD,B,95,693,https://txschools.net/campus/p-e-wallace-ms-225902042
4362,7366,203,001907041,Palestine JH,Palestine ISD,B,95,484,https://txschools.net/campus/palestine-jh-001907041
4362,7366,203,188901121,Paramount Terrace Elem,Amarillo ISD,B,95,321,https://txschools.net/campus/paramount-terrace-elem-188901121
4362,7366,203,013902101,Pawnee Elem / JH/HS,Pawnee ISD,C,95,252,https://txschools.net/campus/pawnee-elem-jh-hs-013902101
4362,7366,203,047902041,Perkins MS,De Leon ISD,B,95,134,https://txschools.net/campus/perkins-ms-047902041
4362,7366,203,013903001,Pettus Secondary,Pettus ISD,B,95,206,https://txschools.net/campus/pettus-secondary-013903001
4362,7366,203,172905041,Pewitt JH,Pewitt CISD,C,95,153,https://txschools.net/campus/pewitt-jh-172905041
4362,7366,203,126911104,Pleasant View Elem,Godley ISD,C,95,528,https://txschools.net/campus/pleasant-view-elem-126911104
4362,7366,203,061906101,Ponder Elem,Ponder ISD,B,95,744,https://txschools.net/campus/ponder-elem-061906101
4362,7366,203,189902001,Presidio HS,Presidio ISD,B,95,375,https://txschools.net/campus/presidio-hs-189902001
4362,7366,203,057914108,Range Elem,Mesquite ISD,D,95,567,https://txschools.net/campus/range-elem-057914108
4362,7366,203,246906104,Ray Elem,Hutto ISD,C,95,610,https://txschools.net/campus/ray-elem-246906104
4362,7366,203,101912224,Red Elem,Houston ISD,B,95,501,https://txschools.net/campus/red-elem-101912224
4362,7366,203,070911041,Red Oak MS,Red Oak ISD,C,95,753,https://txschools.net/campus/red-oak-ms-070911041
4362,7366,203,170902114,Rice Elem,Conroe ISD,C,95,558,https://txschools.net/campus/rice-elem-170902114
4362,7366,203,057916111,Richardson Heights Elem,Richardson ISD,C,95,471,https://txschools.net/campus/richardson-heights-elem-057916111
4362,7366,203,126907001,Rio Vista HS,Rio Vista ISD,B,95,280,https://txschools.net/campus/rio-vista-hs-126907001
4362,7366,203,027903104,RJ Richey Elem,Burnet CISD,D,95,514,https://txschools.net/campus/rj-richey-elem-027903104
4362,7366,203,071909101,Robert R Rojas Elem,Socorro ISD,B,95,483,https://txschools.net/campus/robert-r-rojas-elem-071909101
4362,7366,203,166904041,Rockdale JH,Rockdale ISD,C,95,332,https://txschools.net/campus/rockdale-jh-166904041
4362,7366,203,101912372,Rodriguez Elem,Houston ISD,C,95,850,https://txschools.net/campus/rodriguez-elem-101912372
4362,7366,203,246913122,Ronald Reagan Elem,Leander ISD,B,95,771,https://txschools.net/campus/ronald-reagan-elem-246913122
4362,7366,203,246909001,Round Rock HS,Round Rock ISD,A,95,3855,https://txschools.net/campus/round-rock-hs-246909001
4362,7366,203,037907002,Rusk HS,Rusk ISD,B,95,594,https://txschools.net/campus/rusk-hs-037907002
4362,7366,203,123913001,Sabine Pass School,Sabine Pass ISD,B,95,373,https://txschools.net/campus/sabine-pass-school-123913001
4362,7366,203,057905207,San Jacinto Elem,Dallas ISD,B,95,465,https://txschools.net/campus/san-jacinto-elem-057905207
4362,7366,203,206901041,San Saba MS,San Saba ISD,C,95,197,https://txschools.net/campus/san-saba-ms-206901041
4362,7366,203,101912281,Sanchez Elem,Houston ISD,A,95,307,https://txschools.net/campus/sanchez-elem-101912281
4362,7366,203,042903101,Santa Anna Elem,Santa Anna ISD,F,95,144,https://txschools.net/campus/santa-anna-elem-042903101
4362,7366,203,101915119,Schultz Elem,Klein ISD,B,95,677,https://txschools.net/campus/schultz-elem-101915119
4362,7366,203,027903101,Shady Grove Elem,Burnet CISD,D,95,558,https://txschools.net/campus/shady-grove-elem-027903101
4362,7366,203,100904106,Silsbee Elem,Silsbee ISD,B,95,844,https://txschools.net/campus/silsbee-elem-100904106
4362,7366,203,013905101,Skidmore-Tynan Elem,Skidmore-Tynan ISD,C,95,345,https://txschools.net/campus/skidmore-tynan-elem-013905101
4362,7366,203,101919052,Spring Leadership Academy,Spring ISD,B,95,555,https://txschools.net/campus/spring-leadership-academy-101919052
4362,7366,203,127906001,Stamford HS,Stamford ISD,A,95,148,https://txschools.net/campus/stamford-hs-127906001
4362,7366,203,247906041,Stockdale JH,Stockdale ISD,B,95,192,https://txschools.net/campus/stockdale-jh-247906041
4362,7366,203,101914110,Sundown Elem,Katy ISD,C,95,646,https://txschools.net/campus/sundown-elem-101914110
4362,7366,203,171902101,Sunray Elem,Sunray Collegiate ISD,C,95,232,https://txschools.net/campus/sunray-elem-171902101
4362,7366,203,057905213,T G Terry Elem,Dallas ISD,C,95,373,https://txschools.net/campus/t-g-terry-elem-057905213
4362,7366,203,220908103,Tarver-Rendon Ag Leadership,Mansfield ISD,B,95,542,https://txschools.net/campus/tarver-rendon-ag-leadership-220908103
4362,7366,203,101917128,Teague Elem,Pasadena ISD,C,95,709,https://txschools.net/campus/teague-elem-101917128
4362,7366,203,081904041,Teague JH,Teague ISD,C,95,340,https://txschools.net/campus/teague-jh-081904041
4362,7366,203,246911107,TH Johnson Elem,Taylor ISD,C,95,359,https://txschools.net/campus/th-johnson-elem-246911107
4362,7366,203,129902044,Themer MS,Forney ISD,B,95,729,https://txschools.net/campus/themer-ms-129902044
4362,7366,203,014906051,Union Grove MS,Killeen ISD,C,95,718,https://txschools.net/campus/union-grove-ms-014906051
4362,7366,203,232904001,Utopia School,Utopia ISD,A,95,190,https://txschools.net/campus/utopia-school-232904001
4362,7366,203,158906041,Van Vleck Jr HS,Van Vleck ISD,C,95,269,https://txschools.net/campus/van-vleck-jr-hs-158906041
4362,7366,203,031901047,Vela MS,Brownsville ISD,B,95,666,https://txschools.net/campus/vela-ms-031901047
4362,7366,203,220905175,Washington Heights Elem,Fort Worth ISD,C,95,264,https://txschools.net/campus/washington-heights-elem-220905175
4362,7366,203,220902045,Watauga MS,Birdville ISD,B,95,558,https://txschools.net/campus/watauga-ms-220902045
4362,7366,203,202905102,West Sabine Elem,West Sabine ISD,F,95,363,https://txschools.net/campus/west-sabine-elem-202905102
4362,7366,203,220905177,Westcliff Elem,Fort Worth ISD,B,95,493,https://txschools.net/campus/westcliff-elem-220905177
4362,7366,203,212906041,Whitehouse JH,Whitehouse ISD,A,95,772,https://txschools.net/campus/whitehouse-jh-212906041
4362,7366,203,170902045,Wilkerson Int,Conroe ISD,B,95,675,https://txschools.net/campus/wilkerson-int-170902045
4362,7366,203,071902019,Young Women's STEAM Research & Preparatory Academy,El Paso ISD,A,95,443,https://txschools.net/campus/young-women-s-steam-research-preparatory-academy-071902019
4566,7366,225,111901042,Acton MS,Granbury ISD,B,95.1,875,https://txschools.net/campus/acton-ms-111901042
4566,7366,225,014906140,Alice W Douse Elem,Killeen ISD,C,95.1,822,https://txschools.net/campus/alice-w-douse-elem-014906140
