# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/attendance-lowest
# rows: 7366 (excluding this header and the column row)
# ranking: Texas campuses with the lowest attendance in 2025-26
# population: 7,366 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 280 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
835,7366,36,015915118,Oak Hills Terrace Elem,Northside ISD,F,92.2,437,https://txschools.net/campus/oak-hills-terrace-elem-015915118
835,7366,36,071909011,Pebble Hills HS,Socorro ISD,B,92.2,2934,https://txschools.net/campus/pebble-hills-hs-071909011
835,7366,36,125905101,Premont Ernest H Singleton Early College Academy,Premont ISD,D,92.2,383,https://txschools.net/campus/premont-ernest-h-singleton-early-college-academy-125905101
835,7366,36,020901005,Rise,Alvin ISD,A,92.2,122,https://txschools.net/campus/rise-020901005
835,7366,36,031916009,South Texas ISD Virtual Academy,South Texas ISD,A,92.2,223,https://txschools.net/campus/south-texas-isd-virtual-academy-031916009
835,7366,36,015915022,Stevens HS,Northside ISD,B,92.2,2401,https://txschools.net/campus/stevens-hs-015915022
835,7366,36,152901180,Stewart Elem,Lubbock ISD,C,92.2,346,https://txschools.net/campus/stewart-elem-152901180
835,7366,36,112901002,Sulphur Springs HS,Sulphur Springs ISD,B,92.2,1255,https://txschools.net/campus/sulphur-springs-hs-112901002
835,7366,36,153907001,Wilson School,Wilson ISD,C,92.2,120,https://txschools.net/campus/wilson-school-153907001
872,7366,41,195901101,Austin Elem,Pecos-Barstow-Toyah ISD,D,92.3,604,https://txschools.net/campus/austin-elem-195901101
872,7366,41,227910108,Baty Elem,Del Valle ISD,F,92.3,584,https://txschools.net/campus/baty-elem-227910108
872,7366,41,066901001,Benavides Collegiate,Benavides ISD,D,92.3,352,https://txschools.net/campus/benavides-collegiate-066901001
872,7366,41,159901111,Benavides Heights Elem,Eagle Pass ISD,C,92.3,312,https://txschools.net/campus/benavides-heights-elem-159901111
872,7366,41,114901043,Big Spring JH,Big Spring ISD,C,92.3,392,https://txschools.net/campus/big-spring-jh-114901043
872,7366,41,101907043,Bleyl MS,Cypress-Fairbanks ISD,B,92.3,1265,https://txschools.net/campus/bleyl-ms-101907043
872,7366,41,020905001,Brazosport HS,Brazosport ISD,B,92.3,800,https://txschools.net/campus/brazosport-hs-020905001
872,7366,41,029901001,Calhoun HS,Calhoun County ISD,B,92.3,953,https://txschools.net/campus/calhoun-hs-029901001
872,7366,41,188901002,Caprock HS,Amarillo ISD,A,92.3,2013,https://txschools.net/campus/caprock-hs-188901002
872,7366,41,152901198,Carmona-Harrison Elem,Lubbock ISD,F,92.3,606,https://txschools.net/campus/carmona-harrison-elem-152901198
872,7366,41,174901001,Chireno HS,Chireno ISD,A,92.3,124,https://txschools.net/campus/chireno-hs-174901001
872,7366,41,002901105,Clearfork Elem,Andrews ISD,C,92.3,723,https://txschools.net/campus/clearfork-elem-002901105
872,7366,41,175903041,Corsicana MS,Corsicana ISD,D,92.3,843,https://txschools.net/campus/corsicana-ms-175903041
872,7366,41,101907011,Cypress Woods HS,Cypress-Fairbanks ISD,A,92.3,3538,https://txschools.net/campus/cypress-woods-hs-101907011
872,7366,41,129902113,Dewberry Elem,Forney ISD,F,92.3,715,https://txschools.net/campus/dewberry-elem-129902113
872,7366,41,227901159,Graham Elem,Austin ISD,C,92.3,367,https://txschools.net/campus/graham-elem-227901159
872,7366,41,214901041,Grulla MS,Rio Grande City Grulla ISD,B,92.3,638,https://txschools.net/campus/grulla-ms-214901041
872,7366,41,015915119,Howsman Elem,Northside ISD,C,92.3,716,https://txschools.net/campus/howsman-elem-015915119
872,7366,41,057905263,J P Starks Elem,Dallas ISD,C,92.3,293,https://txschools.net/campus/j-p-starks-elem-057905263
872,7366,41,094901103,Jefferson Ave Elem,Seguin ISD,D,92.3,386,https://txschools.net/campus/jefferson-ave-elem-094901103
872,7366,41,248901041,Kermit JH,Kermit ISD,F,92.3,277,https://txschools.net/campus/kermit-jh-248901041
872,7366,41,057905059,L V Stockard MS,Dallas ISD,B,92.3,644,https://txschools.net/campus/l-v-stockard-ms-057905059
872,7366,41,170903004,Lake Creek HS,Montgomery ISD,A,92.3,1686,https://txschools.net/campus/lake-creek-hs-170903004
872,7366,41,246913001,Leander HS,Leander ISD,B,92.3,2136,https://txschools.net/campus/leander-hs-246913001
872,7366,41,178904104,Mary Helen Berlanga Elem,Corpus Christi ISD,C,92.3,580,https://txschools.net/campus/mary-helen-berlanga-elem-178904104
872,7366,41,108906002,Memorial HS,McAllen ISD,A,92.3,2022,https://txschools.net/campus/memorial-hs-108906002
872,7366,41,147903042,Mexia JH,Mexia ISD,C,92.3,380,https://txschools.net/campus/mexia-jh-147903042
872,7366,41,220905144,Mitchell Boulevard Elem,Fort Worth ISD,B,92.3,372,https://txschools.net/campus/mitchell-boulevard-elem-220905144
872,7366,41,240901002,Nixon HS,Laredo ISD,A,92.3,2103,https://txschools.net/campus/nixon-hs-240901002
872,7366,41,082903103,Pearsall Int,Pearsall ISD,C,92.3,411,https://txschools.net/campus/pearsall-int-082903103
872,7366,41,095905001,Plainview HS,Plainview ISD,B,92.3,1238,https://txschools.net/campus/plainview-hs-095905001
872,7366,41,015915169,Rhodes Elem,Northside ISD,D,92.3,543,https://txschools.net/campus/rhodes-elem-015915169
872,7366,41,220905056,Riverside MS,Fort Worth ISD,D,92.3,698,https://txschools.net/campus/riverside-ms-220905056
872,7366,41,220918004,Saginaw HS,Eagle Mt-Saginaw ISD,B,92.3,1852,https://txschools.net/campus/saginaw-hs-220918004
872,7366,41,014909119,Sampson-Howard Elem,Temple ISD,D,92.3,655,https://txschools.net/campus/sampson-howard-elem-014909119
872,7366,41,146901042,Santa Fe MS,Cleveland ISD,F,92.3,1256,https://txschools.net/campus/santa-fe-ms-146901042
872,7366,41,014909002,Temple HS,Temple ISD,A,92.3,2343,https://txschools.net/campus/temple-hs-014909002
872,7366,41,079907012,Thurgood Marshall HS,Fort Bend ISD,B,92.3,1548,https://txschools.net/campus/thurgood-marshall-hs-079907012
872,7366,41,101912015,Waltrip HS,Houston ISD,A,92.3,1519,https://txschools.net/campus/waltrip-hs-101912015
872,7366,41,220901050,Workman JH,Arlington ISD,C,92.3,1108,https://txschools.net/campus/workman-jh-220901050
872,7366,41,081905002,Wortham HS,Wortham ISD,B,92.3,154,https://txschools.net/campus/wortham-hs-081905002
872,7366,41,178904141,Yeager Elem,Corpus Christi ISD,C,92.3,262,https://txschools.net/campus/yeager-elem-178904141
914,7366,45,126903107,AD Wheat MS,Cleburne ISD,C,92.4,956,https://txschools.net/campus/ad-wheat-ms-126903107
914,7366,45,152901061,Atkins MS,Lubbock ISD,F,92.4,670,https://txschools.net/campus/atkins-ms-152901061
914,7366,45,220915001,Azle HS,Azle ISD,B,92.4,2126,https://txschools.net/campus/azle-hs-220915001
914,7366,45,220901102,Blanton Elem,Arlington ISD,B,92.4,442,https://txschools.net/campus/blanton-elem-220901102
914,7366,45,160901001,Brady HS,Brady ISD,B,92.4,232,https://txschools.net/campus/brady-hs-160901001
914,7366,45,249903001,Bridgeport HS,Bridgeport ISD,B,92.4,633,https://txschools.net/campus/bridgeport-hs-249903001
914,7366,45,015915135,Cody Elem,Northside ISD,C,92.4,474,https://txschools.net/campus/cody-elem-015915135
914,7366,45,060902001,Cooper HS,Cooper ISD,A,92.4,217,https://txschools.net/campus/cooper-hs-060902001
914,7366,45,221901048,Craig MS,Abilene ISD,C,92.4,737,https://txschools.net/campus/craig-ms-221901048
914,7366,45,146902002,Dayton HS,Dayton ISD,B,92.4,1665,https://txschools.net/campus/dayton-hs-146902002
914,7366,45,091906112,Dillingham Elem,Sherman ISD,B,92.4,330,https://txschools.net/campus/dillingham-elem-091906112
914,7366,45,011902041,Elgin MS,Elgin ISD,D,92.4,880,https://txschools.net/campus/elgin-ms-011902041
914,7366,45,015907123,Fenwick Academy,San Antonio ISD,D,92.4,579,https://txschools.net/campus/fenwick-academy-015907123
914,7366,45,101912153,Fondren Elem,Houston ISD,B,92.4,321,https://txschools.net/campus/fondren-elem-101912153
914,7366,45,152907001,Frenship HS,Frenship ISD,C,92.4,2421,https://txschools.net/campus/frenship-hs-152907001
914,7366,45,050902001,Gatesville HS,Gatesville ISD,B,92.4,732,https://txschools.net/campus/gatesville-hs-050902001
914,7366,45,095903001,Hale Center HS,Hale Center ISD,A,92.4,175,https://txschools.net/campus/hale-center-hs-095903001
914,7366,45,101925001,Hargrave HS,Huffman ISD,B,92.4,1171,https://txschools.net/campus/hargrave-hs-101925001
914,7366,45,015916044,Henry Metzger MS,Judson ISD,F,92.4,815,https://txschools.net/campus/henry-metzger-ms-015916044
914,7366,45,178904106,Hicks Elem,Corpus Christi ISD,B,92.4,526,https://txschools.net/campus/hicks-elem-178904106
914,7366,45,246907001,Jarrell HS,Jarrell ISD,B,92.4,1145,https://txschools.net/campus/jarrell-hs-246907001
914,7366,45,015917106,Julian C Gallardo Elem,Southside ISD,B,92.4,635,https://txschools.net/campus/julian-c-gallardo-elem-015917106
914,7366,45,248901001,Kermit HS,Kermit ISD,B,92.4,385,https://txschools.net/campus/kermit-hs-248901001
914,7366,45,057909005,Lakeview Centennial HS,Garland ISD,A,92.4,2066,https://txschools.net/campus/lakeview-centennial-hs-057909005
914,7366,45,058906001,Lamesa Schools,Lamesa ISD,C,92.4,1373,https://txschools.net/campus/lamesa-schools-058906001
914,7366,45,019908001,Liberty-Eylau HS,Liberty-Eylau ISD,D,92.4,517,https://txschools.net/campus/liberty-eylau-hs-019908001
914,7366,45,083902001,Loop School,Loop ISD,A,92.4,143,https://txschools.net/campus/loop-school-083902001
914,7366,45,220910042,Lucyle Collins MS,Lake Worth ISD,D,92.4,768,https://txschools.net/campus/lucyle-collins-ms-220910042
914,7366,45,028903001,Luling HS,Luling ISD,C,92.4,391,https://txschools.net/campus/luling-hs-028903001
914,7366,45,170904042,Lynn Lucas MS,Willis ISD,C,92.4,844,https://txschools.net/campus/lynn-lucas-ms-170904042
914,7366,45,108902114,Maria Alicia P Munoz Elem,Donna ISD,C,92.4,613,https://txschools.net/campus/maria-alicia-p-munoz-elem-108902114
914,7366,45,220905051,Meacham MS,Fort Worth ISD,B,92.4,638,https://txschools.net/campus/meacham-ms-220905051
914,7366,45,101914009,Morton Ranch HS,Katy ISD,B,92.4,2906,https://txschools.net/campus/morton-ranch-hs-101914009
914,7366,45,057904102,Plummer Elem,Cedar Hill ISD,D,92.4,354,https://txschools.net/campus/plummer-elem-057904102
914,7366,45,066005101,Ramirez Elem,Ramirez CSD,D,92.4,24,https://txschools.net/campus/ramirez-elem-066005101
914,7366,45,015915042,Rayburn MS,Northside ISD,C,92.4,621,https://txschools.net/campus/rayburn-ms-015915042
914,7366,45,057913107,Rolling Hills Elem,Lancaster ISD,C,92.4,353,https://txschools.net/campus/rolling-hills-elem-057913107
914,7366,45,015905104,Roy Cisneros Elem,Edgewood ISD,D,92.4,202,https://txschools.net/campus/roy-cisneros-elem-015905104
914,7366,45,226903119,San Jacinto Elem,San Angelo ISD,C,92.4,92,https://txschools.net/campus/san-jacinto-elem-226903119
914,7366,45,015907164,Schenck Elem,San Antonio ISD,B,92.4,762,https://txschools.net/campus/schenck-elem-015907164
914,7366,45,108906116,Seguin Elem,McAllen ISD,B,92.4,446,https://txschools.net/campus/seguin-elem-108906116
914,7366,45,083903001,Seminole HS,Seminole ISD,A,92.4,809,https://txschools.net/campus/seminole-hs-083903001
914,7366,45,236902101,Stewart Elem,Huntsville ISD,D,92.4,568,https://txschools.net/campus/stewart-elem-236902101
914,7366,45,101912374,Tinsley Elem,Houston ISD,B,92.4,548,https://txschools.net/campus/tinsley-elem-101912374
914,7366,45,057903001,Turner HS,Carrollton-Farmers Branch ISD,B,92.4,1841,https://txschools.net/campus/turner-hs-057903001
914,7366,45,235902013,Victoria East HS,Victoria ISD,B,92.4,1799,https://txschools.net/campus/victoria-east-hs-235902013
960,7366,54,015915123,Adams Hill Elem,Northside ISD,F,92.5,416,https://txschools.net/campus/adams-hill-elem-015915123
960,7366,54,125901043,Adams MS,Alice ISD,B,92.5,958,https://txschools.net/campus/adams-ms-125901043
960,7366,54,015907117,Agnes Cotton Academy,San Antonio ISD,A,92.5,453,https://txschools.net/campus/agnes-cotton-academy-015907117
960,7366,54,178904041,Baker MS,Corpus Christi ISD,A,92.5,857,https://txschools.net/campus/baker-ms-178904041
960,7366,54,011901001,Bastrop HS,Bastrop ISD,B,92.5,1739,https://txschools.net/campus/bastrop-hs-011901001
960,7366,54,101911041,Baytown JH,Goose Creek CISD,B,92.5,671,https://txschools.net/campus/baytown-jh-101911041
960,7366,54,031901048,Besteiro MS,Brownsville ISD,B,92.5,511,https://txschools.net/campus/besteiro-ms-031901048
960,7366,54,117901001,Borger HS,Borger ISD,B,92.5,643,https://txschools.net/campus/borger-hs-117901001
960,7366,54,188901042,Bowie MS,Amarillo ISD,B,92.5,641,https://txschools.net/campus/bowie-ms-188901042
960,7366,54,101912121,Bruce Elem,Houston ISD,B,92.5,293,https://txschools.net/campus/bruce-elem-101912121
960,7366,54,084902115,Burnet Elem,Galveston ISD,C,92.5,560,https://txschools.net/campus/burnet-elem-084902115
960,7366,54,064903102,Carrizo Springs Elem,Carrizo Springs CISD,C,92.5,551,https://txschools.net/campus/carrizo-springs-elem-064903102
960,7366,54,249904001,Chico HS,Chico ISD,C,92.5,180,https://txschools.net/campus/chico-hs-249904001
960,7366,54,130902001,Comfort HS,Comfort ISD,B,92.5,328,https://txschools.net/campus/comfort-hs-130902001
960,7366,54,170902001,Conroe HS,Conroe ISD,B,92.5,5191,https://txschools.net/campus/conroe-hs-170902001
960,7366,54,227910110,Del Valle Elem,Del Valle ISD,D,92.5,710,https://txschools.net/campus/del-valle-elem-227910110
960,7366,54,057906042,Desoto West MS,Desoto ISD,D,92.5,381,https://txschools.net/campus/desoto-west-ms-057906042
960,7366,54,227904105,Dessau Elem,Pflugerville ISD,D,92.5,490,https://txschools.net/campus/dessau-elem-227904105
960,7366,54,015911043,East Central Heritage MS,East Central ISD,C,92.5,1239,https://txschools.net/campus/east-central-heritage-ms-015911043
960,7366,54,068901047,Ector College Prep Success Academy,Ector County ISD,C,92.5,1245,https://txschools.net/campus/ector-college-prep-success-academy-068901047
960,7366,54,013901102,Fadden-McKeown-Chambliss Elem,Beeville ISD,C,92.5,542,https://txschools.net/campus/fadden-mckeown-chambliss-elem-013901102
960,7366,54,247901001,Floresville HS,Floresville ISD,B,92.5,1193,https://txschools.net/campus/floresville-hs-247901001
960,7366,54,226907001,Grape Creek HS,Grape Creek ISD,A,92.5,309,https://txschools.net/campus/grape-creek-hs-226907001
960,7366,54,108904103,Hargill Elem,Edinburg CISD,D,92.5,519,https://txschools.net/campus/hargill-elem-108904103
960,7366,54,084906110,Hayley Elem,Texas City ISD,D,92.5,488,https://txschools.net/campus/hayley-elem-084906110
960,7366,54,165901108,Henderson Elem,Midland ISD,F,92.5,788,https://txschools.net/campus/henderson-elem-165901108
960,7366,54,015911106,Highland Forest Elem,East Central ISD,A,92.5,738,https://txschools.net/campus/highland-forest-elem-015911106
960,7366,54,079907008,Hightower HS,Fort Bend ISD,D,92.5,2205,https://txschools.net/campus/hightower-hs-079907008
960,7366,54,015907136,Hillcrest Elem,San Antonio ISD,B,92.5,392,https://txschools.net/campus/hillcrest-elem-015907136
960,7366,54,015910045,Jackson MS,North East ISD,C,92.5,554,https://txschools.net/campus/jackson-ms-015910045
960,7366,54,246909129,Joe Lee Johnson Elem,Round Rock ISD,B,92.5,658,https://txschools.net/campus/joe-lee-johnson-elem-246909129
960,7366,54,214901105,John & Olive Hinojosa Elem,Rio Grande City Grulla ISD,A,92.5,394,https://txschools.net/campus/john-olive-hinojosa-elem-214901105
960,7366,54,134901001,Junction HS,Junction ISD,C,92.5,162,https://txschools.net/campus/junction-hs-134901001
960,7366,54,170908042,Keefer Crossing MS,New Caney ISD,C,92.5,1325,https://txschools.net/campus/keefer-crossing-ms-170908042
960,7366,54,129904001,Kemp HS,Kemp ISD,C,92.5,538,https://txschools.net/campus/kemp-hs-129904001
960,7366,54,220905154,M L Phillips Elem,Fort Worth ISD,B,92.5,418,https://txschools.net/campus/m-l-phillips-elem-220905154
960,7366,54,057905181,Maple Lawn Elem,Dallas ISD,B,92.5,458,https://txschools.net/campus/maple-lawn-elem-057905181
960,7366,54,082902041,Mary Harper MS,Dilley ISD,B,92.5,174,https://txschools.net/campus/mary-harper-ms-082902041
960,7366,54,231901041,McCamey MS,McCamey ISD,C,92.5,142,https://txschools.net/campus/mccamey-ms-231901041
960,7366,54,220905053,Monnig MS,Fort Worth ISD,D,92.5,439,https://txschools.net/campus/monnig-ms-220905053
960,7366,54,071902167,Moreno Elem,El Paso ISD,C,92.5,295,https://txschools.net/campus/moreno-elem-071902167
960,7366,54,225902001,Mount Pleasant HS,Mount Pleasant ISD,A,92.5,1491,https://txschools.net/campus/mount-pleasant-hs-225902001
960,7366,54,015908110,Neil Armstrong Elem,South San Antonio ISD,B,92.5,391,https://txschools.net/campus/neil-armstrong-elem-015908110
960,7366,54,057905003,New Tech HS at B F Darrell HS,Dallas ISD,A,92.5,412,https://txschools.net/campus/new-tech-hs-at-b-f-darrell-hs-057905003
960,7366,54,068901046,Nimitz MS,Ector County ISD,C,92.5,1274,https://txschools.net/campus/nimitz-ms-068901046
960,7366,54,057914002,North Mesquite HS,Mesquite ISD,B,92.5,1953,https://txschools.net/campus/north-mesquite-hs-057914002
960,7366,54,015911103,Pecan Valley Elem,East Central ISD,C,92.5,456,https://txschools.net/campus/pecan-valley-elem-015911103
960,7366,54,108910102,Progreso Early Childhood,Progreso ISD,B,92.5,345,https://txschools.net/campus/progreso-early-childhood-108910102
960,7366,54,245904002,San Perlita HS,San Perlita ISD,B,92.5,54,https://txschools.net/campus/san-perlita-hs-245904002
960,7366,54,108911007,Sharyland Pioneer HS,Sharyland ISD,A,92.5,1504,https://txschools.net/campus/sharyland-pioneer-hs-108911007
960,7366,54,133903001,Tivy HS,Kerrville ISD,B,92.5,1270,https://txschools.net/campus/tivy-hs-133903001
960,7366,54,014909042,Travis Science Academy,Temple ISD,B,92.5,716,https://txschools.net/campus/travis-science-academy-014909042
960,7366,54,031901009,Veterans Memorial Early College HS,Brownsville ISD,A,92.5,2268,https://txschools.net/campus/veterans-memorial-early-college-hs-031901009
960,7366,54,220901148,Webb Elem,Arlington ISD,C,92.5,589,https://txschools.net/campus/webb-elem-220901148
960,7366,54,254901106,Zavala Elem,Crystal City ISD,A,92.5,298,https://txschools.net/campus/zavala-elem-254901106
1015,7366,63,178913001,Banquete HS,Banquete ISD,A,92.6,215,https://txschools.net/campus/banquete-hs-178913001
1015,7366,63,022004001,Big Bend HS,Terlingua CSD,D,92.6,140,https://txschools.net/campus/big-bend-hs-022004001
1015,7366,63,114901001,Big Spring HS,Big Spring ISD,B,92.6,869,https://txschools.net/campus/big-spring-hs-114901001
1015,7366,63,227907105,Blake Manor Elem,Manor ISD,F,92.6,568,https://txschools.net/campus/blake-manor-elem-227907105
1015,7366,63,227907102,Bluebonnet Trail Elem,Manor ISD,F,92.6,582,https://txschools.net/campus/bluebonnet-trail-elem-227907102
1015,7366,63,068901042,Bonham MS,Ector County ISD,D,92.6,828,https://txschools.net/campus/bonham-ms-068901042
1015,7366,63,057905060,Boude Storey MS,Dallas ISD,D,92.6,293,https://txschools.net/campus/boude-storey-ms-057905060
1015,7366,63,015907112,Briscoe Elem,San Antonio ISD,D,92.6,513,https://txschools.net/campus/briscoe-elem-015907112
1015,7366,63,107902001,Brownsboro HS,Brownsboro ISD,B,92.6,776,https://txschools.net/campus/brownsboro-hs-107902001
1015,7366,63,101902002,Carver HS for Applied Tech/Engineering/Arts,Aldine ISD,A,92.6,640,https://txschools.net/campus/carver-hs-for-applied-tech-engineering-arts-101902002
1015,7366,63,221901047,Clack MS,Abilene ISD,D,92.6,677,https://txschools.net/campus/clack-ms-221901047
1015,7366,63,092903124,Clarence W Bailey Elem,Longview ISD,D,92.6,256,https://txschools.net/campus/clarence-w-bailey-elem-092903124
1015,7366,63,114902001,Coahoma HS,Coahoma ISD,B,92.6,305,https://txschools.net/campus/coahoma-hs-114902001
1015,7366,63,204901001,Coldspring-Oakhurst HS,Coldspring-Oakhurst CISD,B,92.6,477,https://txschools.net/campus/coldspring-oakhurst-hs-204901001
1015,7366,63,227901057,Covington MS,Austin ISD,C,92.6,625,https://txschools.net/campus/covington-ms-227901057
1015,7366,63,071902114,Douglass Elem,El Paso ISD,C,92.6,440,https://txschools.net/campus/douglass-elem-071902114
1015,7366,63,220901142,Ellis Elem,Arlington ISD,D,92.6,701,https://txschools.net/campus/ellis-elem-220901142
1015,7366,63,070903042,Ennis JH,Ennis ISD,C,92.6,910,https://txschools.net/campus/ennis-jh-070903042
1015,7366,63,024901101,Falfurrias Elem,Brooks County ISD,F,92.6,218,https://txschools.net/campus/falfurrias-elem-024901101
1015,7366,63,169910001,Forestburg School,Forestburg ISD,B,92.6,172,https://txschools.net/campus/forestburg-school-169910001
1015,7366,63,129902001,Forney HS,Forney ISD,B,92.6,2813,https://txschools.net/campus/forney-hs-129902001
1015,7366,63,043905001,Frisco HS,Frisco ISD,B,92.6,1777,https://txschools.net/campus/frisco-hs-043905001
1015,7366,63,031901053,Garcia MS,Brownsville ISD,B,92.6,801,https://txschools.net/campus/garcia-ms-031901053
1015,7366,63,068901111,Gonzales Elem,Ector County ISD,B,92.6,309,https://txschools.net/campus/gonzales-elem-068901111
1015,7366,63,089901042,Gonzales JH,Gonzales ISD,C,92.6,581,https://txschools.net/campus/gonzales-jh-089901042
1015,7366,63,101902043,Hambrick MS,Aldine ISD,D,92.6,877,https://txschools.net/campus/hambrick-ms-101902043
1015,7366,63,015910106,Harmony Hills Elem,North East ISD,A,92.6,355,https://txschools.net/campus/harmony-hills-elem-015910106
1015,7366,63,057905076,Harold Wendell Lang Sr MS,Dallas ISD,C,92.6,646,https://txschools.net/campus/harold-wendell-lang-sr-ms-057905076
1015,7366,63,101912168,Hartsfield Elem,Houston ISD,C,92.6,263,https://txschools.net/campus/hartsfield-elem-101912168
1015,7366,63,059901043,Hereford Preparatory Academy,Hereford ISD,A,92.6,266,https://txschools.net/campus/hereford-preparatory-academy-059901043
1015,7366,63,129906041,Herman Furlough Jr MS,Terrell ISD,C,92.6,1160,https://txschools.net/campus/herman-furlough-jr-ms-129906041
1015,7366,63,101903044,Holub MS,Alief ISD,C,92.6,679,https://txschools.net/campus/holub-ms-101903044
1015,7366,63,240903003,John B Alexander HS,United ISD,A,92.6,3155,https://txschools.net/campus/john-b-alexander-hs-240903003
1015,7366,63,188901050,Johnny N Allen-6th Grade Campus,Amarillo ISD,D,92.6,231,https://txschools.net/campus/johnny-n-allen-6th-grade-campus-188901050
1015,7366,63,101912006,Jones Futures Academy,Houston ISD,B,92.6,342,https://txschools.net/campus/jones-futures-academy-101912006
1015,7366,63,188901113,Landergin Elem,Amarillo ISD,B,92.6,271,https://txschools.net/campus/landergin-elem-188901113
1015,7366,63,015910108,Larkspur Elem,North East ISD,D,92.6,795,https://txschools.net/campus/larkspur-elem-015910108
1015,7366,63,068901130,Lauro Cavazos Elem,Ector County ISD,D,92.6,585,https://txschools.net/campus/lauro-cavazos-elem-068901130
1015,7366,63,019908103,Liberty-Eylau Elem,Liberty-Eylau ISD,F,92.6,471,https://txschools.net/campus/liberty-eylau-elem-019908103
1015,7366,63,114901110,Marcy Elem,Big Spring ISD,B,92.6,520,https://txschools.net/campus/marcy-elem-114901110
1015,7366,63,220905160,Maudrie Walton Elem,Fort Worth ISD,D,92.6,275,https://txschools.net/campus/maudrie-walton-elem-220905160
1015,7366,63,015915162,Michael Elem,Northside ISD,C,92.6,526,https://txschools.net/campus/michael-elem-015915162
1015,7366,63,015908112,Miguel Carrillo Jr Elem,South San Antonio ISD,B,92.6,527,https://txschools.net/campus/miguel-carrillo-jr-elem-015908112
1015,7366,63,015910122,Montgomery Elem,North East ISD,C,92.6,237,https://txschools.net/campus/montgomery-elem-015910122
1015,7366,63,015908106,Palo Alto Elem,South San Antonio ISD,F,92.6,441,https://txschools.net/campus/palo-alto-elem-015908106
1015,7366,63,067907041,Ranger MS,Ranger ISD,F,92.6,62,https://txschools.net/campus/ranger-ms-067907041
1015,7366,63,071905005,Riverside HS,Ysleta ISD,A,92.6,920,https://txschools.net/campus/riverside-hs-071905005
1015,7366,63,232902001,Sabinal Secondary,Sabinal ISD,C,92.6,217,https://txschools.net/campus/sabinal-secondary-232902001
1015,7366,63,220915042,Santo Forte JH,Azle ISD,C,92.6,498,https://txschools.net/campus/santo-forte-jh-220915042
1015,7366,63,243905128,Scotland Park Elem,Wichita Falls ISD,C,92.6,532,https://txschools.net/campus/scotland-park-elem-243905128
1015,7366,63,015910113,Serna Elem,North East ISD,D,92.6,378,https://txschools.net/campus/serna-elem-015910113
1015,7366,63,091906043,Sherman MS,Sherman ISD,C,92.6,947,https://txschools.net/campus/sherman-ms-091906043
1015,7366,63,235902111,Shields Elem,Victoria ISD,F,92.6,373,https://txschools.net/campus/shields-elem-235902111
1015,7366,63,220901123,Short Elem,Arlington ISD,C,92.6,351,https://txschools.net/campus/short-elem-220901123
1015,7366,63,015909041,Somerset JH,Somerset ISD,A,92.6,633,https://txschools.net/campus/somerset-jh-015909041
1015,7366,63,015904105,Stonewall/Flanders Elem,Harlandale ISD,B,92.6,590,https://txschools.net/campus/stonewall-flanders-elem-015904105
1015,7366,63,220912111,Sue Crouch Elem,Crowley ISD,C,92.6,489,https://txschools.net/campus/sue-crouch-elem-220912111
1015,7366,63,070903104,Travis Elem,Ennis ISD,B,92.6,272,https://txschools.net/campus/travis-elem-070903104
1015,7366,63,212904002,Troup HS,Troup ISD,C,92.6,311,https://txschools.net/campus/troup-hs-212904002
1015,7366,63,232903111,Uvalde Dual Language Academy,Uvalde CISD,C,92.6,498,https://txschools.net/campus/uvalde-dual-language-academy-232903111
1015,7366,63,108916001,Valley View HS,Valley View ISD,A,92.6,1141,https://txschools.net/campus/valley-view-hs-108916001
1015,7366,63,015916010,Veterans Memorial HS,Judson ISD,C,92.6,1588,https://txschools.net/campus/veterans-memorial-hs-015916010
1015,7366,63,212906001,Whitehouse HS,Whitehouse ISD,A,92.6,1422,https://txschools.net/campus/whitehouse-hs-212906001
1015,7366,63,212910041,Winona MS,Winona ISD,B,92.6,259,https://txschools.net/campus/winona-ms-212910041
1079,7366,55,108902104,A M Ochoa Pri Science & Sports Academy,Donna ISD,C,92.7,768,https://txschools.net/campus/a-m-ochoa-pri-science-sports-academy-108902104
1079,7366,55,057910056,Bill Arnold MS,Grand Prairie ISD,F,92.7,1188,https://txschools.net/campus/bill-arnold-ms-057910056
1079,7366,55,068901125,Blanton Elem,Ector County ISD,B,92.7,505,https://txschools.net/campus/blanton-elem-068901125
1079,7366,55,094901042,Briesemeister MS,Seguin ISD,D,92.7,847,https://txschools.net/campus/briesemeister-ms-094901042
1079,7366,55,152901207,Brown Elem,Lubbock ISD,B,92.7,389,https://txschools.net/campus/brown-elem-152901207
