# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-gains
# rows: 7283 (excluding this header and the column row)
# ranking: Texas campuses with the largest overall score gains since 2021-22
# population: 7,283 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 363 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# methodology: TEA re-scored 2021-22 under the rules it adopted for 2022-23 and publishes that re-scoring as "2021-22 What If". This ranking reads the re-scored series, so the change spans one consistent methodology rather than a break.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,2021_22,2025_26,enrollment,url
6325,7283,136,057909108,Daugherty Elem,Garland ISD,C,-14,89,75,797,https://txschools.net/campus/daugherty-elem-057909108
6325,7283,136,227901114,Dawson Elem,Austin ISD,F,-14,72,58,152,https://txschools.net/campus/dawson-elem-227901114
6325,7283,136,220912103,Deer Creek Elem,Crowley ISD,C,-14,92,78,553,https://txschools.net/campus/deer-creek-elem-220912103
6325,7283,136,123910129,Dr Mae E Jones-Clark Elem,Beaumont ISD,F,-14,55,41,504,https://txschools.net/campus/dr-mae-e-jones-clark-elem-123910129
6325,7283,136,214901112,Dr Mario E Ramirez Elem,Rio Grande City Grulla ISD,B,-14,97,83,493,https://txschools.net/campus/dr-mario-e-ramirez-elem-214901112
6325,7283,136,061905101,Dyer Elem,Krum ISD,C,-14,88,74,342,https://txschools.net/campus/dyer-elem-061905101
6325,7283,136,170904106,Edward B Cannan Elem,Willis ISD,D,-14,81,67,665,https://txschools.net/campus/edward-b-cannan-elem-170904106
6325,7283,136,031901123,Egly Elem,Brownsville ISD,B,-14,99,85,508,https://txschools.net/campus/egly-elem-031901123
6325,7283,136,165901114,Emerson Elem,Midland ISD,C,-14,89,75,517,https://txschools.net/campus/emerson-elem-165901114
6325,7283,136,147902101,Enge-Washington Int,Groesbeck ISD,D,-14,82,68,294,https://txschools.net/campus/enge-washington-int-147902101
6325,7283,136,057905283,Esperanza Medrano Elem,Dallas ISD,D,-14,74,60,371,https://txschools.net/campus/esperanza-medrano-elem-057905283
6325,7283,136,013901102,Fadden-McKeown-Chambliss Elem,Beeville ISD,C,-14,88,74,542,https://txschools.net/campus/fadden-mckeown-chambliss-elem-013901102
6325,7283,136,220901136,Fitzgerald Elem,Arlington ISD,C,-14,91,77,436,https://txschools.net/campus/fitzgerald-elem-220901136
6325,7283,136,246909108,Forest North Elem,Round Rock ISD,B,-14,95,81,304,https://txschools.net/campus/forest-north-elem-246909108
6325,7283,136,220901126,Foster Elem,Arlington ISD,C,-14,90,76,495,https://txschools.net/campus/foster-elem-220901126
6325,7283,136,116901101,Frances and Jeannette Lee Elem,Caddo Mills ISD,C,-14,90,76,358,https://txschools.net/campus/frances-and-jeannette-lee-elem-116901101
6325,7283,136,043910052,Frankford MS,Plano ISD,C,-14,88,74,734,https://txschools.net/campus/frankford-ms-043910052
6325,7283,136,178904116,Gibson Elem,Corpus Christi ISD,D,-14,80,66,398,https://txschools.net/campus/gibson-elem-178904116
6325,7283,136,144901101,Giddings Elem,Giddings ISD,D,-14,82,68,540,https://txschools.net/campus/giddings-elem-144901101
6325,7283,136,137901041,Gillett MS,Kingsville ISD,F,-14,73,59,477,https://txschools.net/campus/gillett-ms-137901041
6325,7283,136,092901042,Gladewater MS,Gladewater ISD,C,-14,86,72,385,https://txschools.net/campus/gladewater-ms-092901042
6325,7283,136,043911103,Godwin Elem,Princeton ISD,D,-14,82,68,497,https://txschools.net/campus/godwin-elem-043911103
6325,7283,136,167901101,Goldthwaite Elem,Goldthwaite ISD,C,-14,92,78,234,https://txschools.net/campus/goldthwaite-elem-167901101
6325,7283,136,043910130,Haggar Elem,Plano ISD,C,-14,84,70,479,https://txschools.net/campus/haggar-elem-043910130
6325,7283,136,102904108,Hallsville North Elem,Hallsville ISD,C,-14,91,77,562,https://txschools.net/campus/hallsville-north-elem-102904108
6325,7283,136,199902108,Harry Herndon Elem,Royse City ISD,C,-14,88,74,563,https://txschools.net/campus/harry-herndon-elem-199902108
6325,7283,136,015907179,Hawthorne PK-8 Academy,San Antonio ISD,D,-14,80,66,708,https://txschools.net/campus/hawthorne-pk-8-academy-015907179
6325,7283,136,240903125,Henry Cuellar Elem,United ISD,B,-14,96,82,415,https://txschools.net/campus/henry-cuellar-elem-240903125
6325,7283,136,015907132,Herff Elem,San Antonio ISD,D,-14,83,69,433,https://txschools.net/campus/herff-elem-015907132
6325,7283,136,093904106,High Point Elem,Navasota ISD,F,-14,73,59,496,https://txschools.net/campus/high-point-elem-093904106
6325,7283,136,015907134,Highland Hills Elem,San Antonio ISD,C,-14,89,75,714,https://txschools.net/campus/highland-hills-elem-015907134
6325,7283,136,084908106,Hitchcock Pri,Hitchcock ISD,F,-14,68,54,451,https://txschools.net/campus/hitchcock-pri-084908106
6325,7283,136,061901105,Hodge Elem,Denton ISD,D,-14,80,66,719,https://txschools.net/campus/hodge-elem-061901105
6325,7283,136,120905102,Industrial Elem East,Industrial ISD,B,-14,94,80,266,https://txschools.net/campus/industrial-elem-east-120905102
6325,7283,136,101912180,Isaacs Elem,Houston ISD,C,-14,86,72,239,https://txschools.net/campus/isaacs-elem-101912180
6325,7283,136,129906107,J W Long Elem,Terrell ISD,F,-14,70,56,664,https://txschools.net/campus/j-w-long-elem-129906107
6325,7283,136,015910045,Jackson MS,North East ISD,C,-14,90,76,554,https://txschools.net/campus/jackson-ms-015910045
6325,7283,136,079907148,Jan Schiff Elem,Fort Bend ISD,C,-14,90,76,861,https://txschools.net/campus/jan-schiff-elem-079907148
6325,7283,136,057912108,Johnston Elem,Irving ISD,D,-14,78,64,686,https://txschools.net/campus/johnston-elem-057912108
6325,7283,136,220917104,Joy James Academy of Leadership,Castleberry ISD,C,-14,92,78,471,https://txschools.net/campus/joy-james-academy-of-leadership-220917104
6325,7283,136,021902101,Kemp-Carver Elem,Bryan ISD,C,-14,89,75,588,https://txschools.net/campus/kemp-carver-elem-021902101
6325,7283,136,128902104,Kenedy Elem,Kenedy ISD,B,-14,96,82,363,https://txschools.net/campus/kenedy-elem-128902104
6325,7283,136,061912041,Lake Dallas MS,Lake Dallas ISD,C,-14,85,71,833,https://txschools.net/campus/lake-dallas-ms-061912041
6325,7283,136,101913102,Lakeland Elem,Humble ISD,D,-14,83,69,944,https://txschools.net/campus/lakeland-elem-101913102
6325,7283,136,061902046,Lakeview MS,Lewisville ISD,C,-14,85,71,331,https://txschools.net/campus/lakeview-ms-061902046
6325,7283,136,228903103,Lansberry Elem,Trinity ISD,F,-14,71,57,553,https://txschools.net/campus/lansberry-elem-228903103
6325,7283,136,181908103,Little Cypress Int,Little Cypress-Mauriceville CISD,D,-14,78,64,524,https://txschools.net/campus/little-cypress-int-181908103
6325,7283,136,057912112,Lively Elem,Irving ISD,D,-14,78,64,757,https://txschools.net/campus/lively-elem-057912112
6325,7283,136,152906106,Lubbock-Cooper East Elem,Lubbock-Cooper ISD,C,-14,86,72,815,https://txschools.net/campus/lubbock-cooper-east-elem-152906106
6325,7283,136,220918046,Marine Creek MS,Eagle Mt-Saginaw ISD,D,-14,79,65,907,https://txschools.net/campus/marine-creek-ms-220918046
6325,7283,136,101912483,Mark White Elem,Houston ISD,D,-14,80,66,399,https://txschools.net/campus/mark-white-elem-101912483
6325,7283,136,220912114,Mary Harris Elem,Crowley ISD,C,-14,85,71,451,https://txschools.net/campus/mary-harris-elem-220912114
6325,7283,136,015907150,Maverick Elem,San Antonio ISD,D,-14,83,69,505,https://txschools.net/campus/maverick-elem-015907150
6325,7283,136,070915041,Maypearl MS,Maypearl ISD,C,-14,88,74,374,https://txschools.net/campus/maypearl-ms-070915041
6325,7283,136,101917111,Meador Elem,Pasadena ISD,B,-14,99,85,436,https://txschools.net/campus/meador-elem-101917111
6325,7283,136,220905141,Meadowbrook Elem,Fort Worth ISD,C,-14,93,79,457,https://txschools.net/campus/meadowbrook-elem-220905141
6325,7283,136,220901135,Miller Elem,Arlington ISD,F,-14,69,55,524,https://txschools.net/campus/miller-elem-220901135
6325,7283,136,011901102,Mina Elem,Bastrop ISD,D,-14,82,68,684,https://txschools.net/campus/mina-elem-011901102
6325,7283,136,220905144,Mitchell Boulevard Elem,Fort Worth ISD,B,-14,98,84,372,https://txschools.net/campus/mitchell-boulevard-elem-220905144
6325,7283,136,015910122,Montgomery Elem,North East ISD,C,-14,89,75,237,https://txschools.net/campus/montgomery-elem-015910122
6325,7283,136,071909109,Myrtle Cooper Elem,Socorro ISD,B,-14,98,84,547,https://txschools.net/campus/myrtle-cooper-elem-071909109
6325,7283,136,236901101,New Waverly Int,New Waverly ISD,C,-14,90,76,242,https://txschools.net/campus/new-waverly-int-236901101
6325,7283,136,057909148,Norma Dorsey Elem,Garland ISD,C,-14,91,77,577,https://txschools.net/campus/norma-dorsey-elem-057909148
6325,7283,136,071905142,North Star Elem,Ysleta ISD,B,-14,97,83,557,https://txschools.net/campus/north-star-elem-071905142
6325,7283,136,227904104,Northwest Elem,Pflugerville ISD,D,-14,80,66,361,https://txschools.net/campus/northwest-elem-227904104
6325,7283,136,235902108,O'Connor Elem,Victoria ISD,D,-14,83,69,432,https://txschools.net/campus/o-connor-elem-235902108
6325,7283,136,070910101,Palmer Elem,Palmer ISD,C,-14,91,77,572,https://txschools.net/campus/palmer-elem-070910101
6325,7283,136,071902134,Park Elem,El Paso ISD,C,-14,92,78,351,https://txschools.net/campus/park-elem-071902134
6325,7283,136,101917108,Pearl Hall Elem,Pasadena ISD,D,-14,82,68,492,https://txschools.net/campus/pearl-hall-elem-101917108
6325,7283,136,108913117,PFC Mario Ybarra Elem,Weslaco ISD,B,-14,95,81,555,https://txschools.net/campus/pfc-mario-ybarra-elem-108913117
6325,7283,136,170908045,Pine Valley MS,New Caney ISD,D,-14,82,68,764,https://txschools.net/campus/pine-valley-ms-170908045
6325,7283,136,085902001,Post HS,Post ISD,C,-14,91,77,214,https://txschools.net/campus/post-hs-085902001
6325,7283,136,240903119,Prada Elem,United ISD,B,-14,95,81,773,https://txschools.net/campus/prada-elem-240903119
6325,7283,136,220914103,R F Patterson Elem,Kennedale ISD,B,-14,94,80,323,https://txschools.net/campus/r-f-patterson-elem-220914103
6325,7283,136,101912396,Ray Daily Elem,Houston ISD,C,-14,91,77,826,https://txschools.net/campus/ray-daily-elem-101912396
6325,7283,136,101902104,Reece Academy,Aldine ISD,D,-14,82,68,582,https://txschools.net/campus/reece-academy-101902104
6325,7283,136,212905117,Rice Elem,Tyler ISD,D,-14,83,69,601,https://txschools.net/campus/rice-elem-212905117
6325,7283,136,011901104,Riverside MS,Bastrop ISD,D,-14,79,65,717,https://txschools.net/campus/riverside-ms-011901104
6325,7283,136,159901110,Rosita Valley Elem,Eagle Pass ISD,B,-14,94,80,471,https://txschools.net/campus/rosita-valley-elem-159901110
6325,7283,136,057905354,Royce West Leadership School,Dallas ISD,D,-14,82,68,545,https://txschools.net/campus/royce-west-leadership-school-057905354
6325,7283,136,108907107,Ruben Hinojosa Elem,Mercedes ISD,B,-14,94,80,588,https://txschools.net/campus/ruben-hinojosa-elem-108907107
6325,7283,136,101919117,Salyers Elem,Spring ISD,F,-14,73,59,448,https://txschools.net/campus/salyers-elem-101919117
6325,7283,136,015907164,Schenck Elem,San Antonio ISD,B,-14,94,80,762,https://txschools.net/campus/schenck-elem-015907164
6325,7283,136,236902104,Scott Johnson Elem,Huntsville ISD,F,-14,73,59,889,https://txschools.net/campus/scott-johnson-elem-236902104
6325,7283,136,101920119,Sherwood Elem,Spring Branch ISD,D,-14,83,69,436,https://txschools.net/campus/sherwood-elem-101920119
6325,7283,136,079901107,Smith Elem,Lamar CISD,C,-14,91,77,291,https://txschools.net/campus/smith-elem-079901107
6325,7283,136,027904104,Spicewood Elem,Marble Falls ISD,B,-14,94,80,328,https://txschools.net/campus/spicewood-elem-027904104
6325,7283,136,152903101,Stephen F Austin Pri,Slaton ISD,C,-14,90,76,220,https://txschools.net/campus/stephen-f-austin-pri-152903101
6325,7283,136,084908103,Stewart Elem,Hitchcock ISD,F,-14,68,54,360,https://txschools.net/campus/stewart-elem-084908103
6325,7283,136,152901180,Stewart Elem,Lubbock ISD,C,-14,87,73,346,https://txschools.net/campus/stewart-elem-152901180
6325,7283,136,043902103,Sue Evelyn Rattan Elem,Anna ISD,D,-14,74,60,703,https://txschools.net/campus/sue-evelyn-rattan-elem-043902103
6325,7283,136,091905101,Summit Hill Elem,Howe ISD,D,-14,82,68,295,https://txschools.net/campus/summit-hill-elem-091905101
6325,7283,136,014906127,Trimmier Elem,Killeen ISD,D,-14,82,68,638,https://txschools.net/campus/trimmier-elem-014906127
6325,7283,136,228903041,Trinity MS,Trinity ISD,D,-14,74,60,229,https://txschools.net/campus/trinity-ms-228903041
6325,7283,136,108904119,Truman Elem,Edinburg CISD,B,-14,96,82,675,https://txschools.net/campus/truman-elem-108904119
6325,7283,136,014906126,Venable Village Elem,Killeen ISD,C,-14,90,76,533,https://txschools.net/campus/venable-village-elem-014906126
6325,7283,136,126908101,Venus Elem,Venus ISD,D,-14,82,68,633,https://txschools.net/campus/venus-elem-126908101
6325,7283,136,126908102,Venus Pri,Venus ISD,D,-14,82,68,383,https://txschools.net/campus/venus-pri-126908102
6325,7283,136,046901110,Voss Farms Elem,New Braunfels ISD,D,-14,83,69,632,https://txschools.net/campus/voss-farms-elem-046901110
6325,7283,136,031905041,W B Green MS,La Feria ISD,D,-14,80,66,575,https://txschools.net/campus/w-b-green-ms-031905041
6325,7283,136,057909116,Weaver Elem,Garland ISD,B,-14,95,81,449,https://txschools.net/campus/weaver-elem-057909116
6325,7283,136,220918005,Weldon Hafley Development Ctr,Eagle Mt-Saginaw ISD,C,-14,86,72,282,https://txschools.net/campus/weldon-hafley-development-ctr-220918005
6325,7283,136,220920103,West Early Learners Academy,White Settlement ISD,C,-14,89,75,679,https://txschools.net/campus/west-early-learners-academy-220920103
6325,7283,136,057914043,Wilkinson MS,Mesquite ISD,D,-14,83,69,633,https://txschools.net/campus/wilkinson-ms-057914043
6325,7283,136,084909105,William F Barnett Elem,Santa Fe ISD,C,-14,93,79,664,https://txschools.net/campus/william-f-barnett-elem-084909105
6325,7283,136,057905104,William M Anderson Elem,Dallas ISD,C,-14,89,75,552,https://txschools.net/campus/william-m-anderson-elem-057905104
6325,7283,136,188901133,Wills Elem,Amarillo ISD,C,-14,93,79,422,https://txschools.net/campus/wills-elem-188901133
6325,7283,136,108906112,Wilson Elem,McAllen ISD,C,-14,91,77,364,https://txschools.net/campus/wilson-elem-108906112
6325,7283,136,015907176,Woodlawn Hills Elem,San Antonio ISD,D,-14,83,69,624,https://txschools.net/campus/woodlawn-hills-elem-015907176
6325,7283,136,243905131,Zundelowitz Elem,Wichita Falls ISD,F,-14,69,55,507,https://txschools.net/campus/zundelowitz-elem-243905131
6462,7283,118,101907146,Andre Elem,Cypress-Fairbanks ISD,C,-15,90,75,916,https://txschools.net/campus/andre-elem-101907146
6462,7283,118,178913101,Banquete Elem,Banquete ISD,C,-15,90,75,333,https://txschools.net/campus/banquete-elem-178913101
6462,7283,118,227901149,Barrington Elem,Austin ISD,F,-15,74,59,307,https://txschools.net/campus/barrington-elem-227901149
6462,7283,118,057914101,Black Elem,Mesquite ISD,D,-15,83,68,570,https://txschools.net/campus/black-elem-057914101
6462,7283,118,061901111,Borman Elem,Denton ISD,D,-15,84,69,405,https://txschools.net/campus/borman-elem-061901111
6462,7283,118,015907147,Bowden Academy,San Antonio ISD,D,-15,84,69,432,https://txschools.net/campus/bowden-academy-015907147
6462,7283,118,227904108,Brookhollow Elem,Pflugerville ISD,C,-15,89,74,382,https://txschools.net/campus/brookhollow-elem-227904108
6462,7283,118,003903122,Brookhollow Elem STEM Academy,Lufkin ISD,F,-15,69,54,262,https://txschools.net/campus/brookhollow-elem-stem-academy-003903122
6462,7283,118,227901109,Brown Elem,Austin ISD,C,-15,87,72,419,https://txschools.net/campus/brown-elem-227901109
6462,7283,118,107902101,Brownsboro Elem,Brownsboro ISD,C,-15,88,73,413,https://txschools.net/campus/brownsboro-elem-107902101
6462,7283,118,240901101,Bruni Elem,Laredo ISD,B,-15,97,82,441,https://txschools.net/campus/bruni-elem-240901101
6462,7283,118,171901101,Cactus Elem,Dumas ISD,D,-15,84,69,472,https://txschools.net/campus/cactus-elem-171901101
6462,7283,118,057914124,Cannaday Elem,Mesquite ISD,C,-15,91,76,538,https://txschools.net/campus/cannaday-elem-057914124
6462,7283,118,101902103,Carroll Elem,Aldine ISD,C,-15,87,72,603,https://txschools.net/campus/carroll-elem-101902103
6462,7283,118,101911123,Clark Elem,Goose Creek CISD,C,-15,87,72,768,https://txschools.net/campus/clark-elem-101911123
6462,7283,118,168901100,Colorado Elem and MS,Colorado ISD,C,-15,87,72,668,https://txschools.net/campus/colorado-elem-and-ms-168901100
6462,7283,118,220918116,Copper Creek Elem,Eagle Mt-Saginaw ISD,C,-15,87,72,671,https://txschools.net/campus/copper-creek-elem-220918116
6462,7283,118,246906103,Cottonwood Creek Elem,Hutto ISD,C,-15,88,73,603,https://txschools.net/campus/cottonwood-creek-elem-246906103
6462,7283,118,117901105,Crockett Elem,Borger ISD,D,-15,80,65,327,https://txschools.net/campus/crockett-elem-117901105
6462,7283,118,091906104,Crutchfield Elem,Sherman ISD,F,-15,67,52,592,https://txschools.net/campus/crutchfield-elem-091906104
6462,7283,118,184903105,Curtis Elem,Weatherford ISD,C,-15,85,70,611,https://txschools.net/campus/curtis-elem-184903105
6462,7283,118,057906043,Curtistene S McCowan MS,Desoto ISD,D,-15,81,66,612,https://txschools.net/campus/curtistene-s-mccowan-ms-057906043
6462,7283,118,070903106,David S Crockett Early Childhood Center,Ennis ISD,D,-15,84,69,500,https://txschools.net/campus/david-s-crockett-early-childhood-center-070903106
6462,7283,118,043903103,Early Childhood School,Celina ISD,C,-15,91,76,248,https://txschools.net/campus/early-childhood-school-043903103
6462,7283,118,068901047,Ector College Prep Success Academy,Ector County ISD,C,-15,86,71,1245,https://txschools.net/campus/ector-college-prep-success-academy-068901047
6462,7283,118,220905209,Edward Briscoe Elem,Fort Worth ISD,F,-15,74,59,311,https://txschools.net/campus/edward-briscoe-elem-220905209
6462,7283,118,179901103,Edwin F Williams Int,Perryton ISD,C,-15,92,77,291,https://txschools.net/campus/edwin-f-williams-int-179901103
6462,7283,118,011902041,Elgin MS,Elgin ISD,D,-15,84,69,880,https://txschools.net/campus/elgin-ms-011902041
6462,7283,118,101912350,Energized for Excellence Academy ECC,Houston ISD,C,-15,91,76,168,https://txschools.net/campus/energized-for-excellence-academy-ecc-101912350
6462,7283,118,101912364,Energized for Excellence Academy Elem,Houston ISD,C,-15,91,76,771,https://txschools.net/campus/energized-for-excellence-academy-elem-101912364
6462,7283,118,015916123,Escondido Elem,Judson ISD,C,-15,87,72,651,https://txschools.net/campus/escondido-elem-015916123
6462,7283,118,240903112,Finley Elem,United ISD,C,-15,92,77,453,https://txschools.net/campus/finley-elem-240903112
6462,7283,118,220907122,Friendship Elem,Keller ISD,D,-15,77,62,442,https://txschools.net/campus/friendship-elem-220907122
6462,7283,118,178904115,Garcia Elem,Corpus Christi ISD,C,-15,89,74,495,https://txschools.net/campus/garcia-elem-178904115
6462,7283,118,050902101,Gatesville Elem,Gatesville ISD,C,-15,89,74,573,https://txschools.net/campus/gatesville-elem-050902101
6462,7283,118,050902102,Gatesville Pri,Gatesville ISD,C,-15,89,74,268,https://txschools.net/campus/gatesville-pri-050902102
6462,7283,118,117901106,Gateway Elem,Borger ISD,D,-15,80,65,229,https://txschools.net/campus/gateway-elem-117901106
6462,7283,118,057914130,Gentry Elem,Mesquite ISD,C,-15,91,76,613,https://txschools.net/campus/gentry-elem-057914130
6462,7283,118,205903104,Gilbert J Mircovich Elem,Ingleside ISD,C,-15,90,75,433,https://txschools.net/campus/gilbert-j-mircovich-elem-205903104
6462,7283,118,165902103,Greenwood Int,Greenwood ISD,D,-15,84,69,860,https://txschools.net/campus/greenwood-int-165902103
6462,7283,118,061914105,Hackberry Elem,Little Elm ISD,D,-15,82,67,499,https://txschools.net/campus/hackberry-elem-061914105
6462,7283,118,057914104,Hanby Elem,Mesquite ISD,C,-15,92,77,764,https://txschools.net/campus/hanby-elem-057914104
6462,7283,118,220902112,Holiday Heights Elem,Birdville ISD,C,-15,89,74,448,https://txschools.net/campus/holiday-heights-elem-220902112
6462,7283,118,070903102,Houston Elem,Ennis ISD,D,-15,84,69,379,https://txschools.net/campus/houston-elem-070903102
6462,7283,118,015912103,Indian Creek Elem,Southwest ISD,C,-15,92,77,467,https://txschools.net/campus/indian-creek-elem-015912103
6462,7283,118,061902113,Indian Creek Elem,Lewisville ISD,C,-15,91,76,558,https://txschools.net/campus/indian-creek-elem-061902113
6462,7283,118,205903102,Ingleside Pri,Ingleside ISD,C,-15,90,75,465,https://txschools.net/campus/ingleside-pri-205903102
6462,7283,118,220912109,J A Hargrave Elem,Crowley ISD,C,-15,91,76,477,https://txschools.net/campus/j-a-hargrave-elem-220912109
6462,7283,118,057905263,J P Starks Elem,Dallas ISD,C,-15,91,76,293,https://txschools.net/campus/j-p-starks-elem-057905263
6462,7283,118,108912102,John F Kennedy Elem,La Joya ISD,C,-15,94,79,641,https://txschools.net/campus/john-f-kennedy-elem-108912102
6462,7283,118,220901121,Johns Elem,Arlington ISD,D,-15,79,64,499,https://txschools.net/campus/johns-elem-220901121
6462,7283,118,161914101,Kendrick Elem,Waco ISD,D,-15,79,64,804,https://txschools.net/campus/kendrick-elem-161914101
6462,7283,118,101907134,Kirk Elem,Cypress-Fairbanks ISD,C,-15,87,72,693,https://txschools.net/campus/kirk-elem-101907134
6462,7283,118,178904158,Kolda Elem,Corpus Christi ISD,C,-15,94,79,694,https://txschools.net/campus/kolda-elem-178904158
6462,7283,118,101917110,Kruse Elem,Pasadena ISD,D,-15,84,69,373,https://txschools.net/campus/kruse-elem-101917110
6462,7283,118,057914115,Lawrence Elem,Mesquite ISD,C,-15,90,75,269,https://txschools.net/campus/lawrence-elem-057914115
6462,7283,118,108904108,Lincoln Elem,Edinburg CISD,B,-15,95,80,384,https://txschools.net/campus/lincoln-elem-108904108
6462,7283,118,108912116,Lloyd M Bentsen Elem,La Joya ISD,B,-15,98,83,494,https://txschools.net/campus/lloyd-m-bentsen-elem-108912116
6462,7283,118,116906101,Lone Oak Elem,Lone Oak ISD,C,-15,88,73,525,https://txschools.net/campus/lone-oak-elem-116906101
6462,7283,118,113903102,Lovelady Elem,Lovelady ISD,C,-15,88,73,270,https://txschools.net/campus/lovelady-elem-113903102
6462,7283,118,236902042,Mance Park MS,Huntsville ISD,C,-15,88,73,1282,https://txschools.net/campus/mance-park-ms-236902042
6462,7283,118,220901165,McNutt Elem,Arlington ISD,C,-15,86,71,575,https://txschools.net/campus/mcnutt-elem-220901165
6462,7283,118,094901106,McQueeney Elem,Seguin ISD,C,-15,90,75,311,https://txschools.net/campus/mcqueeney-elem-094901106
6462,7283,118,043910126,Mitchell Elem,Plano ISD,D,-15,84,69,707,https://txschools.net/campus/mitchell-elem-043910126
6462,7283,118,170903103,Montgomery Elem,Montgomery ISD,C,-15,94,79,681,https://txschools.net/campus/montgomery-elem-170903103
6462,7283,118,161914116,Mountainview Elem,Waco ISD,F,-15,69,54,334,https://txschools.net/campus/mountainview-elem-161914116
6462,7283,118,101905105,New Horizons Fine Arts Magnet at Crenshaw Elem,Channelview ISD,C,-15,88,73,581,https://txschools.net/campus/new-horizons-fine-arts-magnet-at-crenshaw-elem-101905105
6462,7283,118,089903101,Nixon Smiley Elem,Nixon-Smiley CISD,C,-15,87,72,427,https://txschools.net/campus/nixon-smiley-elem-089903101
6462,7283,118,043903104,O'Dell Elem,Celina ISD,C,-15,91,76,693,https://txschools.net/campus/o-dell-elem-043903104
6462,7283,118,015911110,Oak Crest Elem,East Central ISD,C,-15,88,73,779,https://txschools.net/campus/oak-crest-elem-015911110
6462,7283,118,015907157,Ogden Elem,San Antonio ISD,F,-15,73,58,322,https://txschools.net/campus/ogden-elem-015907157
6462,7283,118,101907119,Owens Elem,Cypress-Fairbanks ISD,C,-15,91,76,721,https://txschools.net/campus/owens-elem-101907119
6462,7283,118,227901188,Padron Elem,Austin ISD,C,-15,86,71,500,https://txschools.net/campus/padron-elem-227901188
6462,7283,118,071909123,Paso Del Norte Fine Arts Academy,Socorro ISD,B,-15,95,80,779,https://txschools.net/campus/paso-del-norte-fine-arts-academy-071909123
6462,7283,118,117901104,Paul Belton Elem,Borger ISD,D,-15,80,65,265,https://txschools.net/campus/paul-belton-elem-117901104
6462,7283,118,061901116,Pecan Creek Elem,Denton ISD,C,-15,86,71,660,https://txschools.net/campus/pecan-creek-elem-061901116
6462,7283,118,227904101,Pflugerville Elem,Pflugerville ISD,C,-15,90,75,366,https://txschools.net/campus/pflugerville-elem-227904101
6462,7283,118,057904102,Plummer Elem,Cedar Hill ISD,D,-15,84,69,354,https://txschools.net/campus/plummer-elem-057904102
6462,7283,118,057914117,Porter Elem,Mesquite ISD,C,-15,86,71,466,https://txschools.net/campus/porter-elem-057914117
6462,7283,118,227907106,Presidential Meadows Elem,Manor ISD,F,-15,73,58,593,https://txschools.net/campus/presidential-meadows-elem-227907106
6462,7283,118,240903132,Radcliffe & Sue Killam Elem,United ISD,B,-15,98,83,610,https://txschools.net/campus/radcliffe-sue-killam-elem-240903132
6462,7283,118,105906116,Ralph Pfluger Elem,Hays CISD,C,-15,91,76,826,https://txschools.net/campus/ralph-pfluger-elem-105906116
6462,7283,118,015915169,Rhodes Elem,Northside ISD,D,-15,78,63,543,https://txschools.net/campus/rhodes-elem-015915169
6462,7283,118,234906101,Rhodes Elem,Van ISD,D,-15,84,69,378,https://txschools.net/campus/rhodes-elem-234906101
6462,7283,118,227904107,River Oaks Elem,Pflugerville ISD,C,-15,89,74,521,https://txschools.net/campus/river-oaks-elem-227904107
6462,7283,118,004901041,Rockport-Fulton MS,Rockport-Fulton ISD,D,-15,78,63,652,https://txschools.net/campus/rockport-fulton-ms-004901041
6462,7283,118,057913107,Rolling Hills Elem,Lancaster ISD,C,-15,89,74,353,https://txschools.net/campus/rolling-hills-elem-057913107
6462,7283,118,015908113,Roy Benavidez Elem,South San Antonio ISD,D,-15,77,62,711,https://txschools.net/campus/roy-benavidez-elem-015908113
6462,7283,118,101924102,Royalwood Elem,Sheldon ISD,C,-15,88,73,629,https://txschools.net/campus/royalwood-elem-101924102
6462,7283,118,108903104,Ruben C Rodriguez STEM Academy,Edcouch-Elsa ISD,D,-15,79,64,430,https://txschools.net/campus/ruben-c-rodriguez-stem-academy-108903104
6462,7283,118,108903102,Santiago Garcia Health and Science Academy,Edcouch-Elsa ISD,C,-15,86,71,339,https://txschools.net/campus/santiago-garcia-health-and-science-academy-108903102
6462,7283,118,101912269,Scroggins Elem,Houston ISD,C,-15,93,78,253,https://txschools.net/campus/scroggins-elem-101912269
6462,7283,118,057905208,Seagoville Elem,Dallas ISD,C,-15,87,72,712,https://txschools.net/campus/seagoville-elem-057905208
6462,7283,118,008902102,Selman Elem,Sealy ISD,F,-15,68,53,736,https://txschools.net/campus/selman-elem-008902102
6462,7283,118,083903041,Seminole JH,Seminole ISD,D,-15,79,64,697,https://txschools.net/campus/seminole-jh-083903041
