# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-gains
# rows: 7283 (excluding this header and the column row)
# ranking: Texas campuses with the largest overall score gains since 2021-22
# population: 7,283 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 363 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# methodology: TEA re-scored 2021-22 under the rules it adopted for 2022-23 and publishes that re-scoring as "2021-22 What If". This ranking reads the re-scored series, so the change spans one consistent methodology rather than a break.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,2021_22,2025_26,enrollment,url
614,7283,87,094902002,Allison L Steele E L C,Schertz-Cibolo-U City ISD,B,11,77,88,75,https://txschools.net/campus/allison-l-steele-e-l-c-094902002
614,7283,87,239901101,Alton Elem,Brenham ISD,C,11,68,79,435,https://txschools.net/campus/alton-elem-239901101
614,7283,87,093901001,Anderson-Shiro Jr/Sr HS,Anderson-Shiro CISD,A,11,81,92,507,https://txschools.net/campus/anderson-shiro-jr-sr-hs-093901001
614,7283,87,200901001,Ballinger HS,Ballinger ISD,B,11,74,85,384,https://txschools.net/campus/ballinger-hs-200901001
614,7283,87,188901052,Bowie 6th Grade Campus,Amarillo ISD,B,11,69,80,346,https://txschools.net/campus/bowie-6th-grade-campus-188901052
614,7283,87,094901042,Briesemeister MS,Seguin ISD,D,11,58,69,847,https://txschools.net/campus/briesemeister-ms-094901042
614,7283,87,101915109,Brill Elem,Klein ISD,A,11,80,91,679,https://txschools.net/campus/brill-elem-101915109
614,7283,87,071902004,Burges HS,El Paso ISD,A,11,81,92,1337,https://txschools.net/campus/burges-hs-071902004
614,7283,87,064903001,Carrizo Springs HS,Carrizo Springs CISD,B,11,74,85,534,https://txschools.net/campus/carrizo-springs-hs-064903001
614,7283,87,220917001,Castleberry HS,Castleberry ISD,A,11,79,90,1062,https://txschools.net/campus/castleberry-hs-220917001
614,7283,87,050910005,Central Texas Innovation Academy,Copperas Cove ISD,B,11,69,80,114,https://txschools.net/campus/central-texas-innovation-academy-050910005
614,7283,87,071902012,Chapin HS,El Paso ISD,B,11,74,85,1729,https://txschools.net/campus/chapin-hs-071902012
614,7283,87,084910009,Clear Springs HS,Clear Creek ISD,A,11,85,96,2620,https://txschools.net/campus/clear-springs-hs-084910009
614,7283,87,021901004,College View HS,College Station ISD,A,11,85,96,84,https://txschools.net/campus/college-view-hs-021901004
614,7283,87,060902001,Cooper HS,Cooper ISD,A,11,83,94,217,https://txschools.net/campus/cooper-hs-060902001
614,7283,87,221901002,Cooper HS,Abilene ISD,B,11,73,84,1574,https://txschools.net/campus/cooper-hs-221901002
614,7283,87,019905101,Crestview Elem,New Boston ISD,B,11,69,80,522,https://txschools.net/campus/crestview-elem-019905101
614,7283,87,113901002,Crockett HS,Crockett ISD,B,11,69,80,371,https://txschools.net/campus/crockett-hs-113901002
614,7283,87,101906001,Crosby HS,Crosby ISD,B,11,78,89,2179,https://txschools.net/campus/crosby-hs-101906001
614,7283,87,057910104,David Daniels Elem Academy of Science & Math,Grand Prairie ISD,C,11,68,79,410,https://txschools.net/campus/david-daniels-elem-academy-of-science-math-057910104
614,7283,87,057907001,Duncanville HS,Duncanville ISD,C,11,68,79,4108,https://txschools.net/campus/duncanville-hs-057907001
614,7283,87,246904004,East View HS,Georgetown ISD,B,11,70,81,2254,https://txschools.net/campus/east-view-hs-246904004
614,7283,87,067903001,Eastland HS,Eastland ISD,B,11,77,88,256,https://txschools.net/campus/eastland-hs-067903001
614,7283,87,048901001,Eden CISD,Eden CISD,B,11,73,84,213,https://txschools.net/campus/eden-cisd-048901001
614,7283,87,071909005,El Dorado HS,Socorro ISD,B,11,78,89,2008,https://txschools.net/campus/el-dorado-hs-071909005
614,7283,87,071903105,Fabens Elem,Fabens ISD,B,11,76,87,383,https://txschools.net/campus/fabens-elem-071903105
614,7283,87,247901001,Floresville HS,Floresville ISD,B,11,69,80,1193,https://txschools.net/campus/floresville-hs-247901001
614,7283,87,186902102,Fort Stockton Alamo Elem,Fort Stockton ISD,B,11,73,84,271,https://txschools.net/campus/fort-stockton-alamo-elem-186902102
614,7283,87,186902104,Fort Stockton Apache Elem,Fort Stockton ISD,B,11,73,84,315,https://txschools.net/campus/fort-stockton-apache-elem-186902104
614,7283,87,246904001,Georgetown HS,Georgetown ISD,B,11,78,89,2028,https://txschools.net/campus/georgetown-hs-246904001
614,7283,87,094902112,Green Valley Elem,Schertz-Cibolo-U City ISD,B,11,75,86,468,https://txschools.net/campus/green-valley-elem-094902112
614,7283,87,191901115,Heritage Hills Elem,Canyon ISD,A,11,79,90,474,https://txschools.net/campus/heritage-hills-elem-191901115
614,7283,87,015915045,Hobby MS,Northside ISD,B,11,78,89,1190,https://txschools.net/campus/hobby-ms-015915045
614,7283,87,015915001,Holmes HS,Northside ISD,B,11,69,80,2219,https://txschools.net/campus/holmes-hs-015915001
614,7283,87,109905001,Hubbard HS,Hubbard ISD,B,11,72,83,204,https://txschools.net/campus/hubbard-hs-109905001
614,7283,87,020901049,Jackie Doucet Caffey JH,Alvin ISD,B,11,74,85,593,https://txschools.net/campus/jackie-doucet-caffey-jh-020901049
614,7283,87,246904041,James Tippit MS,Georgetown ISD,B,11,73,84,808,https://txschools.net/campus/james-tippit-ms-246904041
614,7283,87,108909042,Jesus - Jesse - Vela Jr MS,Pharr-San Juan-Alamo ISD,B,11,78,89,650,https://txschools.net/campus/jesus-jesse-vela-jr-ms-108909042
614,7283,87,221911001,Jim Ned HS,Jim Ned CISD,B,11,78,89,454,https://txschools.net/campus/jim-ned-hs-221911001
614,7283,87,057905237,John W Runyon Elem,Dallas ISD,B,11,71,82,441,https://txschools.net/campus/john-w-runyon-elem-057905237
614,7283,87,101915003,Klein Oak HS,Klein ISD,A,11,83,94,3617,https://txschools.net/campus/klein-oak-hs-101915003
614,7283,87,141901001,Lampasas HS,Lampasas ISD,A,11,80,91,1133,https://txschools.net/campus/lampasas-hs-141901001
614,7283,87,187906001,Leggett HS,Leggett ISD,B,11,69,80,90,https://txschools.net/campus/leggett-hs-187906001
614,7283,87,144902001,Lexington HS,Lexington ISD,A,11,82,93,301,https://txschools.net/campus/lexington-hs-144902001
614,7283,87,187907004,Livingston HS Academy,Livingston ISD,C,11,66,77,10,https://txschools.net/campus/livingston-hs-academy-187907004
614,7283,87,031906001,Los Fresnos HS,Los Fresnos CISD,A,11,83,94,3266,https://txschools.net/campus/los-fresnos-hs-031906001
614,7283,87,066903042,Lucy Aragon JH,Freer ISD,B,11,76,87,133,https://txschools.net/campus/lucy-aragon-jh-066903042
614,7283,87,234905001,Martins Mill HS,Martins Mill ISD,A,11,79,90,234,https://txschools.net/campus/martins-mill-hs-234905001
614,7283,87,010901001,Medina School,Medina ISD,B,11,69,80,239,https://txschools.net/campus/medina-school-010901001
614,7283,87,018902001,Meridian HS,Meridian ISD,C,11,62,73,197,https://txschools.net/campus/meridian-hs-018902001
614,7283,87,070908003,Midlothian Heritage HS,Midlothian ISD,A,11,83,94,1772,https://txschools.net/campus/midlothian-heritage-hs-070908003
614,7283,87,039905001,Midway School,Midway ISD,B,11,74,85,128,https://txschools.net/campus/midway-school-039905001
614,7283,87,101912299,Milne Elem,Houston ISD,B,11,73,84,428,https://txschools.net/campus/milne-elem-101912299
614,7283,87,161910041,Moody MS,Moody ISD,B,11,76,87,221,https://txschools.net/campus/moody-ms-161910041
614,7283,87,123905001,Nederland HS,Nederland ISD,A,11,82,93,1547,https://txschools.net/campus/nederland-hs-123905001
614,7283,87,170908001,New Caney HS,New Caney ISD,B,11,74,85,2027,https://txschools.net/campus/new-caney-hs-170908001
614,7283,87,145906041,Normangee MS,Normangee ISD,B,11,71,82,154,https://txschools.net/campus/normangee-ms-145906041
614,7283,87,201902108,Northside Elem,Henderson ISD,C,11,62,73,425,https://txschools.net/campus/northside-elem-201902108
614,7283,87,187910001,Onalaska HS,Onalaska ISD,B,11,76,87,489,https://txschools.net/campus/onalaska-hs-187910001
614,7283,87,101914013,Paetow HS,Katy ISD,B,11,73,84,3119,https://txschools.net/campus/paetow-hs-101914013
614,7283,87,082903041,Pearsall JH,Pearsall ISD,B,11,71,82,432,https://txschools.net/campus/pearsall-jh-082903041
614,7283,87,101911005,Peter E Hyland Empower Academy,Goose Creek CISD,A,11,82,93,105,https://txschools.net/campus/peter-e-hyland-empower-academy-101911005
614,7283,87,184901001,Poolville HS,Poolville ISD,A,11,80,91,188,https://txschools.net/campus/poolville-hs-184901001
614,7283,87,031909001,Port Isabel Early College HS,Point Isabel ISD,A,11,79,90,566,https://txschools.net/campus/port-isabel-early-college-hs-031909001
614,7283,87,015915112,Powell Elem,Northside ISD,B,11,69,80,448,https://txschools.net/campus/powell-elem-015915112
614,7283,87,178904005,Ray HS,Corpus Christi ISD,B,11,75,86,1432,https://txschools.net/campus/ray-hs-178904005
614,7283,87,101917115,Richey Elem,Pasadena ISD,C,11,68,79,466,https://txschools.net/campus/richey-elem-101917115
614,7283,87,057905050,Robert T Hill MS,Dallas ISD,B,11,77,88,492,https://txschools.net/campus/robert-t-hill-ms-057905050
614,7283,87,178909001,Robstown Early College HS,Robstown ISD,B,11,71,82,718,https://txschools.net/campus/robstown-early-college-hs-178909001
614,7283,87,014907102,Rogers Elem,Rogers ISD,B,11,76,87,384,https://txschools.net/campus/rogers-elem-014907102
614,7283,87,101917002,Sam Rayburn HS,Pasadena ISD,B,11,77,88,2406,https://txschools.net/campus/sam-rayburn-hs-101917002
614,7283,87,101912239,Shearn Elem,Houston ISD,B,11,78,89,447,https://txschools.net/campus/shearn-elem-101912239
614,7283,87,243905129,Southern Hills Elem,Wichita Falls ISD,C,11,62,73,496,https://txschools.net/campus/southern-hills-elem-243905129
614,7283,87,229905001,Spurger HS,Spurger ISD,B,11,73,84,155,https://txschools.net/campus/spurger-hs-229905001
614,7283,87,079910001,Stafford HS,Stafford MSD,A,11,79,90,1088,https://txschools.net/campus/stafford-hs-079910001
614,7283,87,182905001,Strawn School,Strawn ISD,B,11,76,87,172,https://txschools.net/campus/strawn-school-182905001
614,7283,87,146907001,Tarkington HS,Tarkington ISD,B,11,78,89,530,https://txschools.net/campus/tarkington-hs-146907001
614,7283,87,246912001,Thrall HS,Thrall ISD,A,11,84,95,292,https://txschools.net/campus/thrall-hs-246912001
614,7283,87,212905049,Three Lakes MS,Tyler ISD,B,11,76,87,1017,https://txschools.net/campus/three-lakes-ms-212905049
614,7283,87,232904001,Utopia School,Utopia ISD,A,11,83,94,190,https://txschools.net/campus/utopia-school-232904001
614,7283,87,049903001,Valley View HS,Valley View ISD,A,11,80,91,259,https://txschools.net/campus/valley-view-hs-049903001
614,7283,87,199901101,Virginia Reinhardt Elem,Rockwall ISD,A,11,80,91,530,https://txschools.net/campus/virginia-reinhardt-elem-199901101
614,7283,87,184903001,Weatherford HS,Weatherford ISD,B,11,75,86,2385,https://txschools.net/campus/weatherford-hs-184903001
614,7283,87,101920014,Westchester Academy for International Studies,Spring Branch ISD,A,11,86,97,864,https://txschools.net/campus/westchester-academy-for-international-studies-101920014
614,7283,87,014906120,Willow Springs Elem,Killeen ISD,B,11,72,83,592,https://txschools.net/campus/willow-springs-elem-014906120
614,7283,87,068901045,Wilson & Young Medal of Honor MS,Ector County ISD,B,11,74,85,1191,https://txschools.net/campus/wilson-young-medal-of-honor-ms-068901045
614,7283,87,005904001,Windthorst HS,Windthorst ISD,A,11,83,94,146,https://txschools.net/campus/windthorst-hs-005904001
614,7283,87,025906001,Zephyr School,Zephyr ISD,B,11,74,85,217,https://txschools.net/campus/zephyr-school-025906001
702,7283,98,101905043,Aguirre JH,Channelview ISD,A,10,81,91,947,https://txschools.net/campus/aguirre-jh-101905043
702,7283,98,250906001,Alba-Golden HS,Alba-Golden ISD,A,10,81,91,402,https://txschools.net/campus/alba-golden-hs-250906001
702,7283,98,002901002,Andrews Education Center,Andrews ISD,B,10,72,82,28,https://txschools.net/campus/andrews-education-center-002901002
702,7283,98,220908124,Annette Perry Elem,Mansfield ISD,A,10,82,92,585,https://txschools.net/campus/annette-perry-elem-220908124
702,7283,98,101913044,Atascocita MS,Humble ISD,B,10,75,85,931,https://txschools.net/campus/atascocita-ms-101913044
702,7283,98,057909123,B H Freeman at Golden Meadows Elem,Garland ISD,A,10,81,91,579,https://txschools.net/campus/b-h-freeman-at-golden-meadows-elem-057909123
702,7283,98,084901107,Bay Colony Elem,Dickinson ISD,A,10,80,90,523,https://txschools.net/campus/bay-colony-elem-084901107
702,7283,98,008901001,Bellville HS,Bellville ISD,B,10,72,82,769,https://txschools.net/campus/bellville-hs-008901001
702,7283,98,220902012,Bob E Griggs HS,Birdville ISD,B,10,71,81,122,https://txschools.net/campus/bob-e-griggs-hs-220902012
702,7283,98,117901001,Borger HS,Borger ISD,B,10,71,81,643,https://txschools.net/campus/borger-hs-117901001
702,7283,98,169901041,Bowie JH,Bowie ISD,B,10,74,84,348,https://txschools.net/campus/bowie-jh-169901041
702,7283,98,014906002,C E Ellison HS,Killeen ISD,B,10,72,82,1626,https://txschools.net/campus/c-e-ellison-hs-014906002
702,7283,98,212909001,Chapel Hill HS,Chapel Hill ISD,B,10,74,84,976,https://txschools.net/campus/chapel-hill-hs-212909001
702,7283,98,220905222,Clifford Davis Elem,Fort Worth ISD,D,10,59,69,608,https://txschools.net/campus/clifford-davis-elem-220905222
702,7283,98,018901001,Clifton HS,Clifton ISD,B,10,72,82,303,https://txschools.net/campus/clifton-hs-018901001
702,7283,98,057905205,Clinton P Russell Elem,Dallas ISD,A,10,84,94,407,https://txschools.net/campus/clinton-p-russell-elem-057905205
702,7283,98,114902041,Coahoma JH,Coahoma ISD,B,10,76,86,244,https://txschools.net/campus/coahoma-jh-114902041
702,7283,98,235902106,Crain Elem,Victoria ISD,B,10,74,84,532,https://txschools.net/campus/crain-elem-235902106
702,7283,98,018908001,Cranfills Gap School,Cranfills Gap ISD,B,10,78,88,116,https://txschools.net/campus/cranfills-gap-school-018908001
702,7283,98,220912001,Crowley HS,Crowley ISD,B,10,75,85,2367,https://txschools.net/campus/crowley-hs-220912001
702,7283,98,101912044,Cullen MS,Houston ISD,C,10,69,79,318,https://txschools.net/campus/cullen-ms-101912044
702,7283,98,046902004,Davenport HS,Comal ISD,A,10,85,95,1248,https://txschools.net/campus/davenport-hs-046902004
702,7283,98,163901001,Devine HS,Devine ISD,B,10,75,85,537,https://txschools.net/campus/devine-hs-163901001
702,7283,98,220905122,Diamond Hill Elem,Fort Worth ISD,A,10,82,92,442,https://txschools.net/campus/diamond-hill-elem-220905122
702,7283,98,084901009,Dickinson Continuation Center,Dickinson ISD,A,10,84,94,69,https://txschools.net/campus/dickinson-continuation-center-084901009
702,7283,98,101917004,Dobie HS,Pasadena ISD,A,10,83,93,3546,https://txschools.net/campus/dobie-hs-101917004
702,7283,98,057905361,Downtown Montessori at Ida B Wells Academy,Dallas ISD,A,10,80,90,318,https://txschools.net/campus/downtown-montessori-at-ida-b-wells-academy-057905361
702,7283,98,068901131,Edward K Downing Elem,Ector County ISD,C,10,67,77,777,https://txschools.net/campus/edward-k-downing-elem-068901131
702,7283,98,220904003,Everman Academy HS,Everman ISD,B,10,77,87,56,https://txschools.net/campus/everman-academy-hs-220904003
702,7283,98,178914001,Flour Bluff HS,Flour Bluff ISD,A,10,80,90,1895,https://txschools.net/campus/flour-bluff-hs-178914001
702,7283,98,077901041,Floydada Collegiate JH,Floydada Collegiate ISD,C,10,69,79,131,https://txschools.net/campus/floydada-collegiate-jh-077901041
702,7283,98,198903001,Franklin HS,Franklin ISD,A,10,84,94,432,https://txschools.net/campus/franklin-hs-198903001
702,7283,98,091906101,Fred Douglass Early Childhood Center,Sherman ISD,C,10,61,71,238,https://txschools.net/campus/fred-douglass-early-childhood-center-091906101
702,7283,98,129903003,Gary W Campbell HS,Kaufman ISD,A,10,88,98,19,https://txschools.net/campus/gary-w-campbell-hs-129903003
702,7283,98,246904045,George Wagner MS,Georgetown ISD,D,10,59,69,793,https://txschools.net/campus/george-wagner-ms-246904045
702,7283,98,169906001,Gold Burg School,Gold Burg ISD,C,10,66,76,149,https://txschools.net/campus/gold-burg-school-169906001
702,7283,98,088902001,Goliad HS,Goliad ISD,B,10,79,89,385,https://txschools.net/campus/goliad-hs-088902001
702,7283,98,113902002,Grapeland HS,Grapeland ISD,A,10,80,90,163,https://txschools.net/campus/grapeland-hs-113902002
702,7283,98,003903004,Hackney Learning Center,Lufkin ISD,D,10,57,67,106,https://txschools.net/campus/hackney-learning-center-003903004
702,7283,98,095903001,Hale Center HS,Hale Center ISD,A,10,81,91,175,https://txschools.net/campus/hale-center-hs-095903001
702,7283,98,201902041,Henderson MS,Henderson ISD,C,10,68,78,689,https://txschools.net/campus/henderson-ms-201902041
702,7283,98,091906111,Henry W Sory Elem,Sherman ISD,C,10,61,71,457,https://txschools.net/campus/henry-w-sory-elem-091906111
702,7283,98,101907106,Holbrook Elem,Cypress-Fairbanks ISD,A,10,80,90,713,https://txschools.net/campus/holbrook-elem-101907106
702,7283,98,119902101,Jacksboro Elem,Jacksboro ISD,C,10,64,74,454,https://txschools.net/campus/jacksboro-elem-119902101
702,7283,98,121904105,Jean C Few Pri,Jasper ISD,D,10,58,68,516,https://txschools.net/campus/jean-c-few-pri-121904105
702,7283,98,031914041,Jo Nelson MS,Santa Rosa ISD,B,10,78,88,195,https://txschools.net/campus/jo-nelson-ms-031914041
702,7283,98,212905112,Jones Elem,Tyler ISD,A,10,80,90,296,https://txschools.net/campus/jones-elem-212905112
702,7283,98,128901001,Karnes City HS,Karnes City ISD,A,10,81,91,271,https://txschools.net/campus/karnes-city-hs-128901001
702,7283,98,220914001,Kennedale HS,Kennedale ISD,B,10,78,88,916,https://txschools.net/campus/kennedale-hs-220914001
702,7283,98,146902105,Kimmie M Brown Elem,Dayton ISD,C,10,63,73,778,https://txschools.net/campus/kimmie-m-brown-elem-146902105
702,7283,98,101913013,Kingwood Park HS,Humble ISD,A,10,82,92,1868,https://txschools.net/campus/kingwood-park-hs-101913013
702,7283,98,015916041,Kirby MS,Judson ISD,B,10,76,86,218,https://txschools.net/campus/kirby-ms-015916041
702,7283,98,015907008,Lanier HS,San Antonio ISD,C,10,68,78,1556,https://txschools.net/campus/lanier-hs-015907008
702,7283,98,212903001,Lindale HS,Lindale ISD,A,10,86,96,1297,https://txschools.net/campus/lindale-hs-212903001
702,7283,98,057916119,Little Rams and Little Wildcats Cla at Springridge,Richardson ISD,B,10,75,85,63,https://txschools.net/campus/little-rams-and-little-wildcats-cla-at-springridge-057916119
702,7283,98,043907007,McKinney Boyd HS,McKinney ISD,A,10,84,94,2592,https://txschools.net/campus/mckinney-boyd-hs-043907007
702,7283,98,161910001,Moody HS,Moody ISD,A,10,82,92,205,https://txschools.net/campus/moody-hs-161910001
702,7283,98,062902001,Nordheim School,Nordheim ISD,B,10,74,84,111,https://txschools.net/campus/nordheim-school-062902001
702,7283,98,188901138,North Heights Alter,Amarillo ISD,B,10,72,82,77,https://txschools.net/campus/north-heights-alter-188901138
702,7283,98,220905152,Oaklawn Elem,Fort Worth ISD,C,10,67,77,387,https://txschools.net/campus/oaklawn-elem-220905152
702,7283,98,158905001,Palacios Junior Senior HS,Palacios ISD,B,10,75,85,634,https://txschools.net/campus/palacios-junior-senior-hs-158905001
702,7283,98,172905002,Pewitt HS,Pewitt CISD,A,10,81,91,244,https://txschools.net/campus/pewitt-hs-172905002
702,7283,98,227904001,Pflugerville HS,Pflugerville ISD,B,10,78,88,1813,https://txschools.net/campus/pflugerville-hs-227904001
702,7283,98,165901136,PK Academy at Midland College,Midland ISD,B,10,73,83,265,https://txschools.net/campus/pk-academy-at-midland-college-165901136
702,7283,98,057914004,Poteet HS,Mesquite ISD,B,10,78,88,1482,https://txschools.net/campus/poteet-hs-057914004
702,7283,98,091913001,Pottsboro HS,Pottsboro ISD,A,10,82,92,421,https://txschools.net/campus/pottsboro-hs-091913001
702,7283,98,212905116,Ramey Elem,Tyler ISD,C,10,69,79,498,https://txschools.net/campus/ramey-elem-212905116
702,7283,98,014906008,Robert M Shoemaker HS,Killeen ISD,C,10,69,79,2021,https://txschools.net/campus/robert-m-shoemaker-hs-014906008
702,7283,98,199901002,Rockwall Quest Academy,Rockwall ISD,A,10,82,92,49,https://txschools.net/campus/rockwall-quest-academy-199901002
702,7283,98,108906006,Rowe HS,McAllen ISD,A,10,84,94,1856,https://txschools.net/campus/rowe-hs-108906006
702,7283,98,112901104,Rowena Johnson Elem,Sulphur Springs ISD,B,10,72,82,301,https://txschools.net/campus/rowena-johnson-elem-112901104
702,7283,98,057909009,Rowlett HS,Garland ISD,B,10,78,88,2009,https://txschools.net/campus/rowlett-hs-057909009
702,7283,98,057905129,S S Conner Elem,Dallas ISD,C,10,69,79,489,https://txschools.net/campus/s-s-conner-elem-057905129
702,7283,98,066902001,San Diego HS,San Diego ISD,A,10,82,92,434,https://txschools.net/campus/san-diego-hs-066902001
702,7283,98,129910001,Scurry-Rosser HS,Scurry-Rosser ISD,A,10,80,90,346,https://txschools.net/campus/scurry-rosser-hs-129910001
702,7283,98,091906002,Sherman HS,Sherman ISD,B,10,71,81,2060,https://txschools.net/campus/sherman-hs-091906002
702,7283,98,143903001,Shiner HS,Shiner ISD,A,10,86,96,315,https://txschools.net/campus/shiner-hs-143903001
702,7283,98,249908001,Slidell Schools,Slidell ISD,B,10,72,82,515,https://txschools.net/campus/slidell-schools-249908001
702,7283,98,101920044,Spring Woods MS,Spring Branch ISD,C,10,64,74,769,https://txschools.net/campus/spring-woods-ms-101920044
702,7283,98,101917123,Stuchbery Elem,Pasadena ISD,B,10,72,82,537,https://txschools.net/campus/stuchbery-elem-101917123
702,7283,98,101912068,Tanglewood MS,Houston ISD,B,10,76,86,817,https://txschools.net/campus/tanglewood-ms-101912068
702,7283,98,101902045,Teague MS,Aldine ISD,D,10,59,69,488,https://txschools.net/campus/teague-ms-101902045
702,7283,98,101912100,Texas Connections Academy at Houston,Houston ISD,C,10,67,77,11316,https://txschools.net/campus/texas-connections-academy-at-houston-101912100
702,7283,98,220908117,Thelma Jones Elem,Mansfield ISD,A,10,81,91,380,https://txschools.net/campus/thelma-jones-elem-220908117
702,7283,98,170907105,Timber Lakes Elem,Splendora ISD,C,10,68,78,671,https://txschools.net/campus/timber-lakes-elem-170907105
702,7283,98,188901053,Travis 6th Grade Campus,Amarillo ISD,B,10,76,86,250,https://txschools.net/campus/travis-6th-grade-campus-188901053
702,7283,98,219903101,Tulia Elem,Tulia ISD,D,10,57,67,302,https://txschools.net/campus/tulia-elem-219903101
702,7283,98,101914128,Ursula Stephens Elem,Katy ISD,A,10,81,91,532,https://txschools.net/campus/ursula-stephens-elem-101914128
702,7283,98,244903001,Vernon HS,Vernon ISD,C,10,69,79,487,https://txschools.net/campus/vernon-hs-244903001
702,7283,98,212909103,W L Kissam Int,Chapel Hill ISD,D,10,59,69,677,https://txschools.net/campus/w-l-kissam-int-212909103
702,7283,98,161914002,Waco HS,Waco ISD,C,10,60,70,1703,https://txschools.net/campus/waco-hs-161914002
702,7283,98,070912002,Waxahachie HS,Waxahachie ISD,B,10,75,85,3029,https://txschools.net/campus/waxahachie-hs-070912002
702,7283,98,059901103,West Central Elem,Hereford ISD,D,10,59,69,334,https://txschools.net/campus/west-central-elem-059901103
702,7283,98,227913106,West Cypress Hills Elem,Lake Travis ISD,B,10,79,89,546,https://txschools.net/campus/west-cypress-hills-elem-227913106
702,7283,98,008901105,West End Elem,Bellville ISD,A,10,81,91,147,https://txschools.net/campus/west-end-elem-008901105
702,7283,98,180904101,Wildorado School,Wildorado ISD,A,10,83,93,198,https://txschools.net/campus/wildorado-school-180904101
702,7283,98,062903001,Yoakum HS,Yoakum ISD,B,10,77,87,458,https://txschools.net/campus/yoakum-hs-062903001
702,7283,98,062904001,Yorktown HS,Yorktown ISD,B,10,74,84,168,https://txschools.net/campus/yorktown-hs-062904001
702,7283,98,220905083,Young Men's Leadership Academy,Fort Worth ISD,A,10,84,94,415,https://txschools.net/campus/young-men-s-leadership-academy-220905083
801,7283,120,221901010,Academy for Technology Engineering Math & Science,Abilene ISD,A,9,88,97,359,https://txschools.net/campus/academy-for-technology-engineering-math-science-221901010
801,7283,120,015901001,Alamo Heights HS,Alamo Heights ISD,A,9,82,91,1569,https://txschools.net/campus/alamo-heights-hs-015901001
801,7283,120,015908042,Alan B Shepard MS,South San Antonio ISD,D,9,59,68,444,https://txschools.net/campus/alan-b-shepard-ms-015908042
801,7283,120,101905041,Alice Johnson JH,Channelview ISD,C,9,68,77,1132,https://txschools.net/campus/alice-johnson-jh-101905041
801,7283,120,061901104,Alice Moore Alexander,Denton ISD,C,9,67,76,575,https://txschools.net/campus/alice-moore-alexander-061901104
801,7283,120,212905010,Alvin V Anderson Rise Academy,Tyler ISD,A,9,85,94,77,https://txschools.net/campus/alvin-v-anderson-rise-academy-212905010
801,7283,120,057905300,Arlington Park Early Childhood Center,Dallas ISD,B,9,76,85,74,https://txschools.net/campus/arlington-park-early-childhood-center-057905300
801,7283,120,070903101,Austin Elem,Ennis ISD,B,9,78,87,357,https://txschools.net/campus/austin-elem-070903101
801,7283,120,071902002,Austin HS,El Paso ISD,B,9,71,80,903,https://txschools.net/campus/austin-hs-071902002
801,7283,120,068901102,Austin Montessori Magnet,Ector County ISD,B,9,75,84,553,https://txschools.net/campus/austin-montessori-magnet-068901102
801,7283,120,057905180,B H Macon Elem,Dallas ISD,B,9,76,85,504,https://txschools.net/campus/b-h-macon-elem-057905180
801,7283,120,030903001,Baird HS,Baird ISD,A,9,81,90,141,https://txschools.net/campus/baird-hs-030903001
801,7283,120,025901041,Bangs MS,Bangs ISD,A,9,82,91,194,https://txschools.net/campus/bangs-ms-025901041
801,7283,120,101911125,Banuelos Elem,Goose Creek CISD,B,9,75,84,729,https://txschools.net/campus/banuelos-elem-101911125
801,7283,120,057912005,Barbara Cardwell Career Preparatory Center,Irving ISD,A,9,83,92,241,https://txschools.net/campus/barbara-cardwell-career-preparatory-center-057912005
801,7283,120,220905071,Benbrook MS/High School,Fort Worth ISD,A,9,81,90,1507,https://txschools.net/campus/benbrook-ms-high-school-220905071
801,7283,120,230901001,Big Sandy HS,Big Sandy ISD,B,9,73,82,173,https://txschools.net/campus/big-sandy-hs-230901001
801,7283,120,114901043,Big Spring JH,Big Spring ISD,C,9,69,78,392,https://txschools.net/campus/big-spring-jh-114901043
801,7283,120,015907001,Brackenridge HS,San Antonio ISD,A,9,81,90,1577,https://txschools.net/campus/brackenridge-hs-015907001
801,7283,120,198901001,Bremond HS,Bremond ISD,A,9,85,94,152,https://txschools.net/campus/bremond-hs-198901001
801,7283,120,198901041,Bremond MS,Bremond ISD,B,9,78,87,98,https://txschools.net/campus/bremond-ms-198901041
801,7283,120,121903041,Buna JH,Buna ISD,B,9,74,83,289,https://txschools.net/campus/buna-jh-121903041
801,7283,120,176901001,Burkeville School,Burkeville ISD,C,9,62,71,245,https://txschools.net/campus/burkeville-school-176901001
801,7283,120,084901109,Calder Road Elem,Dickinson ISD,A,9,83,92,522,https://txschools.net/campus/calder-road-elem-084901109
801,7283,120,166901002,Cameron Yoe HS,Cameron ISD,B,9,74,83,444,https://txschools.net/campus/cameron-yoe-hs-166901002
