# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/school-progress-highest
# rows: 7238 (excluding this header and the column row)
# ranking: Texas campuses with the highest School Progress in 2025-26
# population: 7,238 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 408 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
47,7238,58,019907116,Martha & Josh Morriss Math & Engineering Elem,Texarkana ISD,A,97,328,https://txschools.net/campus/martha-josh-morriss-math-engineering-elem-019907116
47,7238,58,046902007,Memorial Early College HS,Comal ISD,A,97,290,https://txschools.net/campus/memorial-early-college-hs-046902007
47,7238,58,057905387,North Lake Early College HS,Dallas ISD,A,97,311,https://txschools.net/campus/north-lake-early-college-hs-057905387
47,7238,58,071907003,Northwest Early College HS (Nwechs),Canutillo ISD,A,97,381,https://txschools.net/campus/northwest-early-college-hs-nwechs-071907003
47,7238,58,068901015,Odessa Collegiate Academy Early College HS,Ector County ISD,A,97,482,https://txschools.net/campus/odessa-collegiate-academy-early-college-hs-068901015
47,7238,58,108909009,PSJA Thomas Jefferson T-STEM Early College HS,Pharr-San Juan-Alamo ISD,A,97,501,https://txschools.net/campus/psja-thomas-jefferson-t-stem-early-college-hs-108909009
47,7238,58,101912229,Roberts Elem,Houston ISD,A,97,737,https://txschools.net/campus/roberts-elem-101912229
47,7238,58,057905363,School for the Talented & Gifted In Pleasant Grove,Dallas ISD,A,97,372,https://txschools.net/campus/school-for-the-talented-gifted-in-pleasant-grove-057905363
47,7238,58,108911008,Sharyland Advanced Academic Academy,Sharyland ISD,A,97,491,https://txschools.net/campus/sharyland-advanced-academic-academy-108911008
47,7238,58,015909006,Shirleen Zacharias Early Clge Leadership Academy,Somerset ISD,A,97,140,https://txschools.net/campus/shirleen-zacharias-early-clge-leadership-academy-015909006
47,7238,58,020908110,Silvercrest Elem,Pearland ISD,A,97,685,https://txschools.net/campus/silvercrest-elem-020908110
47,7238,58,101912039,T H Rogers School,Houston ISD,A,97,1108,https://txschools.net/campus/t-h-rogers-school-101912039
47,7238,58,152901024,Talkington School for Young Women Leaders,Lubbock ISD,A,97,428,https://txschools.net/campus/talkington-school-for-young-women-leaders-152901024
47,7238,58,101917007,Tegeler Community School,Pasadena ISD,A,97,174,https://txschools.net/campus/tegeler-community-school-101917007
47,7238,58,108912010,Thelma Rosa Salinas STEM Early College HS,La Joya ISD,A,97,206,https://txschools.net/campus/thelma-rosa-salinas-stem-early-college-hs-108912010
47,7238,58,071902015,Transmountain Early College HS,El Paso ISD,A,97,341,https://txschools.net/campus/transmountain-early-college-hs-071902015
47,7238,58,015907022,Travis Early College HS,San Antonio ISD,A,97,390,https://txschools.net/campus/travis-early-college-hs-015907022
47,7238,58,101902008,Victory Early College HS,Aldine ISD,A,97,417,https://txschools.net/campus/victory-early-college-hs-101902008
47,7238,58,101912255,West University Elem,Houston ISD,A,97,1192,https://txschools.net/campus/west-university-elem-101912255
47,7238,58,178904139,Windsor Park G/T,Corpus Christi ISD,A,97,607,https://txschools.net/campus/windsor-park-g-t-178904139
47,7238,58,101912463,Young Women's College Prep Academy,Houston ISD,A,97,444,https://txschools.net/campus/young-women-s-college-prep-academy-101912463
47,7238,58,220905081,Young Women's Leadership Academy,Fort Worth ISD,A,97,387,https://txschools.net/campus/young-women-s-leadership-academy-220905081
106,7238,76,221901010,Academy for Technology Engineering Math & Science,Abilene ISD,A,96,359,https://txschools.net/campus/academy-for-technology-engineering-math-science-221901010
106,7238,76,015910008,Academy of Creative Ed,North East ISD,A,96,96,https://txschools.net/campus/academy-of-creative-ed-015910008
106,7238,76,214901104,Alberto and Celia Barrera Elem,Rio Grande City Grulla ISD,A,96,400,https://txschools.net/campus/alberto-and-celia-barrera-elem-214901104
106,7238,76,227901028,Ann Richards School for Young Women Leaders,Austin ISD,A,96,921,https://txschools.net/campus/ann-richards-school-for-young-women-leaders-227901028
