# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/school-progress-lowest
# rows: 8061 (excluding this header and the column row)
# ranking: Texas campuses with the lowest School Progress in 2025-26
# population: 8,061 campuses of 9,031 campuses are ranked here.
# population: 556 were not rated by TEA for 2025-26 and are not ranked.
# population: 414 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
457,8061,80,043902041,Slayter Creek MS,Anna ISD,D,63,695,https://txschools.net/campus/slayter-creek-ms-043902041
457,8061,80,015905144,Stafford Elem Visual and Performing Arts,Edgewood ISD,D,63,629,https://txschools.net/campus/stafford-elem-visual-and-performing-arts-015905144
457,8061,80,220901140,Starrett Elem,Arlington ISD,D,63,457,https://txschools.net/campus/starrett-elem-220901140
457,8061,80,101919047,Stelle Claughton MS,Spring ISD,D,63,801,https://txschools.net/campus/stelle-claughton-ms-101919047
457,8061,80,057910120,Suzanna Dickinson Montessori Academy,Grand Prairie ISD,D,63,431,https://txschools.net/campus/suzanna-dickinson-montessori-academy-057910120
457,8061,80,143905101,Sweet Home Elem,Sweet Home ISD,C,63,164,https://txschools.net/campus/sweet-home-elem-143905101
457,8061,80,146907102,Tarkington Elem,Tarkington ISD,D,63,695,https://txschools.net/campus/tarkington-elem-146907102
457,8061,80,149902101,Three Rivers Elem,Three Rivers ISD,F,63,311,https://txschools.net/campus/three-rivers-elem-149902101
457,8061,80,057914112,Tisinger Elem,Mesquite ISD,D,63,730,https://txschools.net/campus/tisinger-elem-057914112
457,8061,80,181907104,Vidor MS,Vidor ISD,D,63,647,https://txschools.net/campus/vidor-ms-181907104
457,8061,80,031905041,W B Green MS,La Feria ISD,D,63,575,https://txschools.net/campus/w-b-green-ms-031905041
457,8061,80,079907134,Walter Moses Burton Elem,Fort Bend ISD,D,63,603,https://txschools.net/campus/walter-moses-burton-elem-079907134
457,8061,80,015907059,Whittier MS,San Antonio ISD,D,63,565,https://txschools.net/campus/whittier-ms-015907059
457,8061,80,015916048,Woodlake Hills College Prep,Judson ISD,D,63,564,https://txschools.net/campus/woodlake-hills-college-prep-015916048
457,8061,80,229903102,Woodville Elem,Woodville ISD,D,63,548,https://txschools.net/campus/woodville-elem-229903102
538,8061,18,036901041,Anahuac MS,Anahuac ISD,F,64,351,https://txschools.net/campus/anahuac-ms-036901041
538,8061,18,101803002,Aristoi Classical Academy-Cypress,Aristoi Classical Academy,C,64,584,https://txschools.net/campus/aristoi-classical-academy-cypress-101803002
538,8061,18,129901042,Central MS,Crandall ISD,F,64,627,https://txschools.net/campus/central-ms-129901042
538,8061,18,057906042,Desoto West MS,Desoto ISD,D,64,381,https://txschools.net/campus/desoto-west-ms-057906042
538,8061,18,221801073,Founders Classical Academy - Conroe,Texas College Preparatory Academies,C,64,950,https://txschools.net/campus/founders-classical-academy-conroe-221801073
538,8061,18,015835006,Great Hearts Forest Heights,Great Hearts Texas,B,64,1414,https://txschools.net/campus/great-hearts-forest-heights-015835006
538,8061,18,198905002,Hearne JH/HS,Hearne ISD,D,64,331,https://txschools.net/campus/hearne-jh-hs-198905002
538,8061,18,126902041,Hughes MS,Burleson ISD,C,64,1018,https://txschools.net/campus/hughes-ms-126902041
538,8061,18,057848040,ILTexas Pearland 6-8,International Leadership of Texas (ILTexas),D,64,244,https://txschools.net/campus/iltexas-pearland-6-8-057848040
538,8061,18,248901041,Kermit JH,Kermit ISD,F,64,277,https://txschools.net/campus/kermit-jh-248901041
538,8061,18,201903001,Laneville School,Laneville ISD,D,64,104,https://txschools.net/campus/laneville-school-201903001
538,8061,18,189902041,Lucy Rede Franco MS,Presidio ISD,D,64,254,https://txschools.net/campus/lucy-rede-franco-ms-189902041
538,8061,18,220910042,Lucyle Collins MS,Lake Worth ISD,D,64,768,https://txschools.net/campus/lucyle-collins-ms-220910042
538,8061,18,025905001,May HS,May ISD,C,64,119,https://txschools.net/campus/may-hs-025905001
538,8061,18,221801079,Responsiveed - Online,Texas College Preparatory Academies,D,64,248,https://txschools.net/campus/responsiveed-online-221801079
538,8061,18,022903101,San Vicente Elem,San Vicente ISD,B,64,14,https://txschools.net/campus/san-vicente-elem-022903101
538,8061,18,014903044,South Belton MS,Belton ISD,D,64,682,https://txschools.net/campus/south-belton-ms-014903044
538,8061,18,227829005,Valor San Antonio,Valor Education,C,64,449,https://txschools.net/campus/valor-san-antonio-227829005
538,8061,18,241904042,Wharton JH,Wharton ISD,F,64,339,https://txschools.net/campus/wharton-jh-241904042
557,8061,85,057829001,A' Academy Elem,A' Academy,F,65,874,https://txschools.net/campus/a-academy-elem-057829001
557,8061,85,161802101,Audre and Bernard Rapoport Academy,Rapoport Academy Public School,D,65,401,https://txschools.net/campus/audre-and-bernard-rapoport-academy-161802101
557,8061,85,101912295,Benavidez Elem,Houston ISD,F,65,689,https://txschools.net/campus/benavidez-elem-101912295
557,8061,85,246913103,Block House Creek Elem,Leander ISD,C,65,436,https://txschools.net/campus/block-house-creek-elem-246913103
557,8061,85,181901103,Bridge City Int,Bridge City ISD,C,65,693,https://txschools.net/campus/bridge-city-int-181901103
557,8061,85,161914104,Brook Avenue Elem,Waco ISD,D,65,360,https://txschools.net/campus/brook-avenue-elem-161914104
557,8061,85,235902123,C O Chandler Elem,Victoria ISD,F,65,416,https://txschools.net/campus/c-o-chandler-elem-235902123
557,8061,85,031901101,Canales Elem,Brownsville ISD,D,65,582,https://txschools.net/campus/canales-elem-031901101
557,8061,85,228904001,Centerville HS,Centerville ISD,D,65,143,https://txschools.net/campus/centerville-hs-228904001
557,8061,85,057907111,CJ & Anne Hyman Elem,Duncanville ISD,D,65,568,https://txschools.net/campus/cj-anne-hyman-elem-057907111
557,8061,85,220918116,Copper Creek Elem,Eagle Mt-Saginaw ISD,C,65,671,https://txschools.net/campus/copper-creek-elem-220918116
557,8061,85,220901103,Crow Leadership Academy,Arlington ISD,D,65,452,https://txschools.net/campus/crow-leadership-academy-220901103
557,8061,85,057906043,Curtistene S McCowan MS,Desoto ISD,D,65,612,https://txschools.net/campus/curtistene-s-mccowan-ms-057906043
557,8061,85,061914103,D H Brent Elem,Little Elm ISD,D,65,444,https://txschools.net/campus/d-h-brent-elem-061914103
557,8061,85,057912121,Davis Elem,Irving ISD,D,65,834,https://txschools.net/campus/davis-elem-057912121
557,8061,85,101911120,De Zavala Elem,Goose Creek CISD,D,65,491,https://txschools.net/campus/de-zavala-elem-101911120
557,8061,85,057916103,Dover Elem,Richardson ISD,D,65,663,https://txschools.net/campus/dover-elem-057916103
557,8061,85,079907144,Dr Lynn Armstrong Elem,Fort Bend ISD,D,65,489,https://txschools.net/campus/dr-lynn-armstrong-elem-079907144
557,8061,85,045903105,Eagle Lake Int,Rice CISD,D,65,156,https://txschools.net/campus/eagle-lake-int-045903105
557,8061,85,037904102,East Side Elem,Jacksonville ISD,F,65,615,https://txschools.net/campus/east-side-elem-037904102
557,8061,85,142901104,Encinal Elem,Cotulla ISD,D,65,71,https://txschools.net/campus/encinal-elem-142901104
557,8061,85,043907102,Finch Elem,McKinney ISD,D,65,319,https://txschools.net/campus/finch-elem-043907102
557,8061,85,037904103,Fred Douglass,Jacksonville ISD,F,65,534,https://txschools.net/campus/fred-douglass-037904103
557,8061,85,102901103,George Washington Carver Elem,Karnack ISD,D,65,121,https://txschools.net/campus/george-washington-carver-elem-102901103
557,8061,85,057910122,Global Leadership Academy at Barbara Bush Elem,Grand Prairie ISD,D,65,559,https://txschools.net/campus/global-leadership-academy-at-barbara-bush-elem-057910122
557,8061,85,057912105,Good Elem,Irving ISD,D,65,689,https://txschools.net/campus/good-elem-057912105
557,8061,85,113902102,Grapeland Elem,Grapeland ISD,D,65,300,https://txschools.net/campus/grapeland-elem-113902102
557,8061,85,015835012,Great Hearts Invictus,Great Hearts Texas,B,65,1034,https://txschools.net/campus/great-hearts-invictus-015835012
557,8061,85,003903004,Hackney Learning Center,Lufkin ISD,D,65,106,https://txschools.net/campus/hackney-learning-center-003903004
557,8061,85,057912119,Hanes Elem,Irving ISD,D,65,634,https://txschools.net/campus/hanes-elem-057912119
557,8061,85,227901162,Houston Elem,Austin ISD,D,65,443,https://txschools.net/campus/houston-elem-227901162
557,8061,85,108807304,IDEA Ambrose and Freda Robinson Academy,IDEA Public Schools,D,65,438,https://txschools.net/campus/idea-ambrose-and-freda-robinson-academy-108807304
557,8061,85,108807135,IDEA Montopolis Academy,IDEA Public Schools,D,65,645,https://txschools.net/campus/idea-montopolis-academy-108807135
557,8061,85,057848043,ILTexas Msg Ramirez Elem,International Leadership of Texas (ILTexas),D,65,919,https://txschools.net/campus/iltexas-msg-ramirez-elem-057848043
557,8061,85,126903104,Irving Elem,Cleburne ISD,F,65,411,https://txschools.net/campus/irving-elem-126903104
557,8061,85,061911118,J C Thompson Elem,Northwest ISD,D,65,686,https://txschools.net/campus/j-c-thompson-elem-061911118
557,8061,85,061907102,James A Monaco,Aubrey ISD,D,65,569,https://txschools.net/campus/james-a-monaco-061907102
557,8061,85,043911110,James Elem,Princeton ISD,D,65,729,https://txschools.net/campus/james-elem-043911110
557,8061,85,220901121,Johns Elem,Arlington ISD,D,65,499,https://txschools.net/campus/johns-elem-220901121
557,8061,85,057912108,Johnston Elem,Irving ISD,D,65,686,https://txschools.net/campus/johnston-elem-057912108
557,8061,85,220912115,June W Davis Elem,Crowley ISD,D,65,606,https://txschools.net/campus/june-w-davis-elem-220912115
557,8061,85,129904102,Kemp Int,Kemp ISD,D,65,290,https://txschools.net/campus/kemp-int-129904102
557,8061,85,161914101,Kendrick Elem,Waco ISD,D,65,804,https://txschools.net/campus/kendrick-elem-161914101
557,8061,85,220901128,Key Elem,Arlington ISD,D,65,354,https://txschools.net/campus/key-elem-220901128
557,8061,85,227820219,KIPP Mosaic Pri,KIPP Texas Public Schools,F,65,1038,https://txschools.net/campus/kipp-mosaic-pri-227820219
557,8061,85,121905103,Kirbyville Elem,Kirbyville CISD,D,65,704,https://txschools.net/campus/kirbyville-elem-121905103
557,8061,85,071904101,L G Alarcon Elem,San Elizario ISD,F,65,297,https://txschools.net/campus/l-g-alarcon-elem-071904101
557,8061,85,125906101,La Gloria Elem,La Gloria ISD,D,65,126,https://txschools.net/campus/la-gloria-elem-125906101
557,8061,85,161906103,La Vega Int H P Miles Campus,La Vega ISD,D,65,737,https://txschools.net/campus/la-vega-int-h-p-miles-campus-161906103
557,8061,85,165901111,Lamar Elem,Midland ISD,D,65,585,https://txschools.net/campus/lamar-elem-165901111
557,8061,85,090902001,Lefors School,Lefors ISD,C,65,177,https://txschools.net/campus/lefors-school-090902001
557,8061,85,201904101,Leveretts Chapel Elem,Leveretts Chapel ISD,D,65,115,https://txschools.net/campus/leveretts-chapel-elem-201904101
557,8061,85,226903045,Lincoln MS,San Angelo ISD,D,65,784,https://txschools.net/campus/lincoln-ms-226903045
557,8061,85,220918046,Marine Creek MS,Eagle Mt-Saginaw ISD,D,65,907,https://txschools.net/campus/marine-creek-ms-220918046
557,8061,85,220905160,Maudrie Walton Elem,Fort Worth ISD,D,65,275,https://txschools.net/campus/maudrie-walton-elem-220905160
557,8061,85,070915041,Maypearl MS,Maypearl ISD,C,65,374,https://txschools.net/campus/maypearl-ms-070915041
557,8061,85,199902106,Miss May Vernon Elem,Royse City ISD,C,65,760,https://txschools.net/campus/miss-may-vernon-elem-199902106
557,8061,85,046901041,New Braunfels MS,New Braunfels ISD,C,65,1264,https://txschools.net/campus/new-braunfels-ms-046901041
557,8061,85,015915170,Nichols Elem,Northside ISD,C,65,280,https://txschools.net/campus/nichols-elem-015915170
557,8061,85,227904104,Northwest Elem,Pflugerville ISD,D,65,361,https://txschools.net/campus/northwest-elem-227904104
557,8061,85,199902041,Ouida Baley MS,Royse City ISD,C,65,1306,https://txschools.net/campus/ouida-baley-ms-199902041
557,8061,85,235902042,Patti Welder MS,Victoria ISD,D,65,520,https://txschools.net/campus/patti-welder-ms-235902042
557,8061,85,226903116,Reagan Elem,San Angelo ISD,D,65,354,https://txschools.net/campus/reagan-elem-226903116
557,8061,85,011901107,Red Rock Elem,Bastrop ISD,D,65,766,https://txschools.net/campus/red-rock-elem-011901107
557,8061,85,015915229,Reed Elem,Northside ISD,C,65,830,https://txschools.net/campus/reed-elem-015915229
557,8061,85,093905001,Richards HS,Richards ISD,C,65,261,https://txschools.net/campus/richards-hs-093905001
557,8061,85,101919048,Rickey C Bailey MS,Spring ISD,D,65,917,https://txschools.net/campus/rickey-c-bailey-ms-101919048
557,8061,85,178909105,Robert Driscoll Jr STEM Academy,Robstown ISD,D,65,613,https://txschools.net/campus/robert-driscoll-jr-stem-academy-178909105
557,8061,85,108913104,Rodolfo Rudy Silva Jr Elem,Weslaco ISD,D,65,636,https://txschools.net/campus/rodolfo-rudy-silva-jr-elem-108913104
557,8061,85,015905104,Roy Cisneros Elem,Edgewood ISD,D,65,202,https://txschools.net/campus/roy-cisneros-elem-015905104
557,8061,85,108903104,Ruben C Rodriguez STEM Academy,Edcouch-Elsa ISD,D,65,430,https://txschools.net/campus/ruben-c-rodriguez-stem-academy-108903104
557,8061,85,159901115,Sam Houston Elem,Eagle Pass ISD,D,65,391,https://txschools.net/campus/sam-houston-elem-159901115
557,8061,85,094902103,Schertz Elem,Schertz-Cibolo-U City ISD,D,65,619,https://txschools.net/campus/schertz-elem-094902103
557,8061,85,061911112,Sonny & Allegra Nance Elem,Northwest ISD,C,65,587,https://txschools.net/campus/sonny-allegra-nance-elem-061911112
557,8061,85,165901117,South Elem,Midland ISD,D,65,549,https://txschools.net/campus/south-elem-165901117
557,8061,85,172902101,South Elem,Daingerfield-Lone Star ISD,D,65,190,https://txschools.net/campus/south-elem-172902101
557,8061,85,123907116,Staff Sergeant Lucian Adams Elem,Port Arthur ISD,D,65,652,https://txschools.net/campus/staff-sergeant-lucian-adams-elem-123907116
557,8061,85,057916114,Stults Road Elem,Richardson ISD,D,65,618,https://txschools.net/campus/stults-road-elem-057916114
557,8061,85,220912102,Sycamore Elem,Crowley ISD,D,65,454,https://txschools.net/campus/sycamore-elem-220912102
557,8061,85,061911046,Truett Wilson MS,Northwest ISD,D,65,1023,https://txschools.net/campus/truett-wilson-ms-061911046
557,8061,85,246909137,Union Hill Elem,Round Rock ISD,D,65,572,https://txschools.net/campus/union-hill-elem-246909137
557,8061,85,057803017,Uplift Ascend Prep Ps,Uplift Education,D,65,841,https://txschools.net/campus/uplift-ascend-prep-ps-057803017
557,8061,85,015915113,Valley Hi Elem,Northside ISD,F,65,306,https://txschools.net/campus/valley-hi-elem-015915113
557,8061,85,246906106,Veterans Hill Elem,Hutto ISD,C,65,658,https://txschools.net/campus/veterans-hill-elem-246906106
557,8061,85,109911041,Whitney MS,Whitney ISD,D,65,348,https://txschools.net/campus/whitney-ms-109911041
557,8061,85,015916107,Woodlake Elem,Judson ISD,D,65,570,https://txschools.net/campus/woodlake-elem-015916107
643,8061,105,101902041,Aldine MS,Aldine ISD,D,66,782,https://txschools.net/campus/aldine-ms-101902041
643,8061,105,220905188,Atwood McDonald Elem,Fort Worth ISD,D,66,272,https://txschools.net/campus/atwood-mcdonald-elem-220905188
643,8061,105,057916144,Audelia Creek Elem,Richardson ISD,D,66,700,https://txschools.net/campus/audelia-creek-elem-057916144
643,8061,105,101913130,Autumn Creek Elem,Humble ISD,D,66,800,https://txschools.net/campus/autumn-creek-elem-101913130
643,8061,105,091908102,Bob and Lola Sanford Elem,Van Alstyne ISD,C,66,615,https://txschools.net/campus/bob-and-lola-sanford-elem-091908102
643,8061,105,093904107,Brule Elem,Navasota ISD,D,66,357,https://txschools.net/campus/brule-elem-093904107
643,8061,105,220918104,Bryson Elem,Eagle Mt-Saginaw ISD,D,66,638,https://txschools.net/campus/bryson-elem-220918104
643,8061,105,188904102,Bushland Int,Bushland ISD,C,66,330,https://txschools.net/campus/bushland-int-188904102
643,8061,105,198902101,Calvert School,Calvert ISD,D,66,143,https://txschools.net/campus/calvert-school-198902101
643,8061,105,220905110,Carroll Peak Elem,Fort Worth ISD,D,66,472,https://txschools.net/campus/carroll-peak-elem-220905110
643,8061,105,061901127,Catherine Bell Elem,Denton ISD,C,66,540,https://txschools.net/campus/catherine-bell-elem-061901127
643,8061,105,220918110,Comanche Springs Elem,Eagle Mt-Saginaw ISD,F,66,605,https://txschools.net/campus/comanche-springs-elem-220918110
643,8061,105,227910111,Creedmoor Elem,Del Valle ISD,D,66,606,https://txschools.net/campus/creedmoor-elem-227910111
643,8061,105,212801041,Cumberland Academy Upper Elem,Cumberland Academy,D,66,280,https://txschools.net/campus/cumberland-academy-upper-elem-212801041
643,8061,105,108902116,Daniel Singleterry Sr,Donna ISD,F,66,555,https://txschools.net/campus/daniel-singleterry-sr-108902116
643,8061,105,227910110,Del Valle Elem,Del Valle ISD,D,66,710,https://txschools.net/campus/del-valle-elem-227910110
643,8061,105,233901112,Dr Fermin Calderon Elem,San Felipe-Del Rio CISD,F,66,604,https://txschools.net/campus/dr-fermin-calderon-elem-233901112
643,8061,105,178904047,Driscoll MS,Corpus Christi ISD,D,66,479,https://txschools.net/campus/driscoll-ms-178904047
643,8061,105,101902124,Dunn Elem,Aldine ISD,D,66,665,https://txschools.net/campus/dunn-elem-101902124
643,8061,105,100904041,Edwards-Johnson Memorial MS,Silsbee ISD,C,66,526,https://txschools.net/campus/edwards-johnson-memorial-ms-100904041
643,8061,105,071810002,El Paso Leadership Academy - HS East,El Paso Leadership Academy,F,66,361,https://txschools.net/campus/el-paso-leadership-academy-hs-east-071810002
643,8061,105,091906105,Fairview Elem,Sherman ISD,D,66,616,https://txschools.net/campus/fairview-elem-091906105
643,8061,105,226903110,Fannin Elem,San Angelo ISD,D,66,385,https://txschools.net/campus/fannin-elem-226903110
643,8061,105,116901101,Frances and Jeannette Lee Elem,Caddo Mills ISD,C,66,358,https://txschools.net/campus/frances-and-jeannette-lee-elem-116901101
643,8061,105,220907122,Friendship Elem,Keller ISD,D,66,442,https://txschools.net/campus/friendship-elem-220907122
643,8061,105,178904116,Gibson Elem,Corpus Christi ISD,D,66,398,https://txschools.net/campus/gibson-elem-178904116
643,8061,105,015915103,Glenoaks Elem,Northside ISD,D,66,425,https://txschools.net/campus/glenoaks-elem-015915103
643,8061,105,057835103,Golden Rule Southwest,Golden Rule Charter School,F,66,187,https://txschools.net/campus/golden-rule-southwest-057835103
643,8061,105,071907105,Gonzalo and Sofia Garcia Elem,Canutillo ISD,D,66,424,https://txschools.net/campus/gonzalo-and-sofia-garcia-elem-071907105
643,8061,105,111901041,Granbury MS,Granbury ISD,D,66,922,https://txschools.net/campus/granbury-ms-111901041
643,8061,105,220901153,Hale Elem,Arlington ISD,D,66,282,https://txschools.net/campus/hale-elem-220901153
643,8061,105,057912107,Haley T Elem,Irving ISD,D,66,764,https://txschools.net/campus/haley-t-elem-057912107
643,8061,105,127903102,Hamlin Collegiate Elem,Hamlin Collegiate ISD,D,66,201,https://txschools.net/campus/hamlin-collegiate-elem-127903102
643,8061,105,123914102,Hamshire-Fannett Int,Hamshire-Fannett ISD,C,66,439,https://txschools.net/campus/hamshire-fannett-int-123914102
643,8061,105,161807001,Harmony Science Acad (Waco),Harmony Public Schools - North Texas,D,66,592,https://txschools.net/campus/harmony-science-acad-waco-161807001
643,8061,105,227816001,Harmony Science Academy - Austin,Harmony Public Schools - Central Texas,D,66,704,https://txschools.net/campus/harmony-science-academy-austin-227816001
643,8061,105,101858003,Harmony Science Academy - Bryan,Harmony Public Schools - Houston North,D,66,342,https://txschools.net/campus/harmony-science-academy-bryan-101858003
643,8061,105,015910058,Harris MS,North East ISD,C,66,1181,https://txschools.net/campus/harris-ms-015910058
643,8061,105,011902105,Harvest Ridge Elem,Elgin ISD,D,66,745,https://txschools.net/campus/harvest-ridge-elem-011902105
643,8061,105,015907179,Hawthorne PK-8 Academy,San Antonio ISD,D,66,708,https://txschools.net/campus/hawthorne-pk-8-academy-015907179
643,8061,105,220907106,Heritage Elem,Keller ISD,D,66,508,https://txschools.net/campus/heritage-elem-220907106
643,8061,105,015915105,Hull Elem,Northside ISD,D,66,420,https://txschools.net/campus/hull-elem-015915105
643,8061,105,246907102,Igo Elem,Jarrell ISD,D,66,737,https://txschools.net/campus/igo-elem-246907102
643,8061,105,057848044,ILTexas Msg Ramirez MS,International Leadership of Texas (ILTexas),D,66,434,https://txschools.net/campus/iltexas-msg-ramirez-ms-057848044
643,8061,105,220908112,Imogene Gideon Elem,Mansfield ISD,D,66,316,https://txschools.net/campus/imogene-gideon-elem-220908112
643,8061,105,068901114,Ireland Elem,Ector County ISD,D,66,397,https://txschools.net/campus/ireland-elem-068901114
643,8061,105,057907041,J Herman Reed MS,Duncanville ISD,D,66,739,https://txschools.net/campus/j-herman-reed-ms-057907041
643,8061,105,043910101,Jackson Elem,Plano ISD,D,66,586,https://txschools.net/campus/jackson-elem-043910101
643,8061,105,057910051,James Fannin MS,Grand Prairie ISD,D,66,457,https://txschools.net/campus/james-fannin-ms-057910051
643,8061,105,015822002,Jubilee Highland Hills,Jubilee Academies,D,66,639,https://txschools.net/campus/jubilee-highland-hills-015822002
643,8061,105,015912045,Judith A Resnik MS,Southwest ISD,D,66,844,https://txschools.net/campus/judith-a-resnik-ms-015912045
643,8061,105,043902105,Judith L Harlow Elem,Anna ISD,C,66,727,https://txschools.net/campus/judith-l-harlow-elem-043902105
643,8061,105,057912109,Keyes Elem,Irving ISD,D,66,663,https://txschools.net/campus/keyes-elem-057912109
643,8061,105,015912109,Kriewald Road School of the Arts,Southwest ISD,D,66,556,https://txschools.net/campus/kriewald-road-school-of-the-arts-015912109
643,8061,105,015905142,Las Palmas Leadership School for Girls,Edgewood ISD,D,66,332,https://txschools.net/campus/las-palmas-leadership-school-for-girls-015905142
643,8061,105,014906049,Liberty Hill MS,Killeen ISD,D,66,677,https://txschools.net/campus/liberty-hill-ms-014906049
643,8061,105,204901041,Lincoln JH,Coldspring-Oakhurst CISD,D,66,357,https://txschools.net/campus/lincoln-jh-204901041
643,8061,105,123907043,Lincoln MS,Port Arthur ISD,D,66,603,https://txschools.net/campus/lincoln-ms-123907043
643,8061,105,015915131,Linton Elem,Northside ISD,D,66,333,https://txschools.net/campus/linton-elem-015915131
643,8061,105,227907112,Manor Rise Academy,Manor ISD,D,66,657,https://txschools.net/campus/manor-rise-academy-227907112
643,8061,105,011905101,McDade Elem,McDade ISD,D,66,204,https://txschools.net/campus/mcdade-elem-011905101
643,8061,105,221904041,Merkel MS,Merkel ISD,C,66,244,https://txschools.net/campus/merkel-ms-221904041
643,8061,105,170902105,Milam Elem,Conroe ISD,F,66,667,https://txschools.net/campus/milam-elem-170902105
643,8061,105,061902144,Mill Street Elem,Lewisville ISD,D,66,617,https://txschools.net/campus/mill-street-elem-061902144
643,8061,105,043918103,Nesmith Elem,Community ISD,C,66,568,https://txschools.net/campus/nesmith-elem-043918103
643,8061,105,129901102,Nola Kathryn Wilson Elem,Crandall ISD,D,66,533,https://txschools.net/campus/nola-kathryn-wilson-elem-129901102
643,8061,105,061802005,North Texas Collegiate Academy-East Campus,North Texas Collegiate Academy,D,66,298,https://txschools.net/campus/north-texas-collegiate-academy-east-campus-061802005
643,8061,105,057916109,Northrich Elem,Richardson ISD,D,66,465,https://txschools.net/campus/northrich-elem-057916109
643,8061,105,101913118,Oak Forest Elem,Humble ISD,D,66,705,https://txschools.net/campus/oak-forest-elem-101913118
643,8061,105,212905114,Orr Elem,Tyler ISD,D,66,320,https://txschools.net/campus/orr-elem-212905114
643,8061,105,101903140,Owens Int,Alief ISD,D,66,800,https://txschools.net/campus/owens-int-101903140
643,8061,105,161914120,Parkdale Elem,Waco ISD,D,66,488,https://txschools.net/campus/parkdale-elem-161914120
643,8061,105,061902124,Parkway Elem,Lewisville ISD,D,66,590,https://txschools.net/campus/parkway-elem-061902124
643,8061,105,212905115,Peete Elem,Tyler ISD,D,66,411,https://txschools.net/campus/peete-elem-212905115
643,8061,105,061903102,Pilot Point Elem,Pilot Point ISD,C,66,590,https://txschools.net/campus/pilot-point-elem-061903102
643,8061,105,190903041,Rains JH,Rains ISD,C,66,399,https://txschools.net/campus/rains-jh-190903041
643,8061,105,101919126,Ralph Eickenroht Elem,Spring ISD,D,66,589,https://txschools.net/campus/ralph-eickenroht-elem-101919126
643,8061,105,035901102,Richardson Elem,Dimmitt ISD,D,66,498,https://txschools.net/campus/richardson-elem-035901102
643,8061,105,067908101,Rising Star Elem,Rising Star ISD,D,66,79,https://txschools.net/campus/rising-star-elem-067908101
643,8061,105,011901104,Riverside MS,Bastrop ISD,D,66,717,https://txschools.net/campus/riverside-ms-011901104
643,8061,105,004901041,Rockport-Fulton MS,Rockport-Fulton ISD,D,66,652,https://txschools.net/campus/rockport-fulton-ms-004901041
643,8061,105,015907161,Rogers Academy,San Antonio ISD,D,66,714,https://txschools.net/campus/rogers-academy-015907161
643,8061,105,079907146,Rosa Parks Elem,Fort Bend ISD,D,66,644,https://txschools.net/campus/rosa-parks-elem-079907146
643,8061,105,073905105,Rosebud-Lott Elem,Rosebud-Lott ISD,C,66,351,https://txschools.net/campus/rosebud-lott-elem-073905105
643,8061,105,015908113,Roy Benavidez Elem,South San Antonio ISD,D,66,711,https://txschools.net/campus/roy-benavidez-elem-015908113
643,8061,105,237905002,Royal HS,Royal ISD,D,66,1006,https://txschools.net/campus/royal-hs-237905002
643,8061,105,057914109,Rugel Elem,Mesquite ISD,D,66,260,https://txschools.net/campus/rugel-elem-057914109
643,8061,105,092906104,Sabine Int,Sabine ISD,C,66,224,https://txschools.net/campus/sabine-int-092906104
643,8061,105,101802101,Ser-Ninos Charter Elem,Ser-Ninos Charter School,D,66,469,https://txschools.net/campus/ser-ninos-charter-elem-101802101
643,8061,105,204904041,Shepherd MS,Shepherd ISD,D,66,428,https://txschools.net/campus/shepherd-ms-204904041
643,8061,105,101838104,Southwest Public Schools Visual & Perf Arts Acad,Southwest Public Schools,D,66,371,https://txschools.net/campus/southwest-public-schools-visual-perf-arts-acad-101838104
643,8061,105,146907041,Tarkington MS,Tarkington ISD,D,66,450,https://txschools.net/campus/tarkington-ms-146907041
643,8061,105,015915149,Thornton Elem,Northside ISD,D,66,572,https://txschools.net/campus/thornton-elem-015915149
643,8061,105,220901114,Thornton Elem,Arlington ISD,D,66,747,https://txschools.net/campus/thornton-elem-220901114
643,8061,105,116905107,Travis Int,Greenville ISD,F,66,748,https://txschools.net/campus/travis-int-116905107
643,8061,105,219903101,Tulia Elem,Tulia ISD,D,66,302,https://txschools.net/campus/tulia-elem-219903101
643,8061,105,101840101,Two Dimensions Preparatory Academy,Two Dimensions Preparatory Academy,D,66,135,https://txschools.net/campus/two-dimensions-preparatory-academy-101840101
643,8061,105,002901104,Underwood Elem,Andrews ISD,D,66,681,https://txschools.net/campus/underwood-elem-002901104
643,8061,105,015907168,Unity Prep at Stewart,San Antonio ISD,D,66,643,https://txschools.net/campus/unity-prep-at-stewart-015907168
643,8061,105,057803116,Uplift Wisdom Prep Ps,Uplift Education,D,66,579,https://txschools.net/campus/uplift-wisdom-prep-ps-057803116
643,8061,105,227901141,Walnut Creek Elem,Austin ISD,D,66,404,https://txschools.net/campus/walnut-creek-elem-227901141
