# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/student-achievement-highest
# rows: 8089 (excluding this header and the column row)
# ranking: Texas campuses with the highest Student Achievement in 2025-26
# population: 8,089 campuses of 9,031 campuses are ranked here.
# population: 556 were not rated by TEA for 2025-26 and are not ranked.
# population: 386 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
12,8089,56,057905037,Rosie Sorrells Education and Social Services HS,Dallas ISD,A,98,135,https://txschools.net/campus/rosie-sorrells-education-and-social-services-hs-057905037
12,8089,56,246909015,RRISD Early College HS,Round Rock ISD,A,98,347,https://txschools.net/campus/rrisd-early-college-hs-246909015
12,8089,56,057905036,School of Health Professions,Dallas ISD,A,98,502,https://txschools.net/campus/school-of-health-professions-057905036
12,8089,56,101919021,Spring Early College Academy,Spring ISD,A,98,406,https://txschools.net/campus/spring-early-college-academy-101919021
12,8089,56,057919001,Sunnyvale HS,Sunnyvale ISD,A,98,745,https://txschools.net/campus/sunnyvale-hs-057919001
12,8089,56,101912039,T H Rogers School,Houston ISD,A,98,1108,https://txschools.net/campus/t-h-rogers-school-101912039
12,8089,56,152901024,Talkington School for Young Women Leaders,Lubbock ISD,A,98,428,https://txschools.net/campus/talkington-school-for-young-women-leaders-152901024
12,8089,56,220908009,TCCSE Early College HS at Timberview,Mansfield ISD,A,98,304,https://txschools.net/campus/tccse-early-college-hs-at-timberview-220908009
12,8089,56,057905088,Trinidad Garza Early College at Mt View,Dallas ISD,A,98,492,https://txschools.net/campus/trinidad-garza-early-college-at-mt-view-057905088
12,8089,56,212905006,Tyler ISD Early College HS,Tyler ISD,A,98,465,https://txschools.net/campus/tyler-isd-early-college-hs-212905006
12,8089,56,057803002,Uplift North Hills Prep HS,Uplift Education,A,98,540,https://txschools.net/campus/uplift-north-hills-prep-hs-057803002
12,8089,56,101902008,Victory Early College HS,Aldine ISD,A,98,417,https://txschools.net/campus/victory-early-college-hs-101902008
12,8089,56,101912255,West University Elem,Houston ISD,A,98,1192,https://txschools.net/campus/west-university-elem-101912255
12,8089,56,220810001,Westlake Academy,Westlake Academy Charter School,A,98,908,https://txschools.net/campus/westlake-academy-220810001
12,8089,56,178904139,Windsor Park G/T,Corpus Christi ISD,A,98,607,https://txschools.net/campus/windsor-park-g-t-178904139
12,8089,56,165901007,Young Women's Leadership Academy,Midland ISD,A,98,436,https://txschools.net/campus/young-women-s-leadership-academy-165901007
69,8089,72,221901010,Academy for Technology Engineering Math & Science,Abilene ISD,A,97,359,https://txschools.net/campus/academy-for-technology-engineering-math-science-221901010
69,8089,72,043910008,Academy HS,Plano ISD,A,97,230,https://txschools.net/campus/academy-hs-043910008
69,8089,72,220901014,Arlington College and Career HS,Arlington ISD,A,97,343,https://txschools.net/campus/arlington-college-and-career-hs-220901014
69,8089,72,057905381,Barack Obama Male Leadership Acad at A Maceo Smith,Dallas ISD,A,97,497,https://txschools.net/campus/barack-obama-male-leadership-acad-at-a-maceo-smith-057905381
69,8089,72,177903001,Blackwell School,Blackwell CISD,A,97,171,https://txschools.net/campus/blackwell-school-177903001
69,8089,72,021902003,Bryan Collegiate HS,Bryan ISD,A,97,471,https://txschools.net/campus/bryan-collegiate-hs-021902003
69,8089,72,246909132,Cactus Ranch Elem,Round Rock ISD,A,97,684,https://txschools.net/campus/cactus-ranch-elem-246909132
69,8089,72,246909125,Canyon Creek Elem,Round Rock ISD,A,97,356,https://txschools.net/campus/canyon-creek-elem-246909125
69,8089,72,001902001,Cayuga HS,Cayuga ISD,A,97,195,https://txschools.net/campus/cayuga-hs-001902001
69,8089,72,057904003,Cedar Hill Collegiate HS,Cedar Hill ISD,A,97,323,https://txschools.net/campus/cedar-hill-collegiate-hs-057904003
